Gene	TCGA-G5-6572-02	TCGA-AF-2687-01	TCGA-AF-2689-11	TCGA-AF-2690-01	TCGA-AF-2691-01	TCGA-AF-2691-11	TCGA-AF-2692-01	TCGA-AF-2692-11	TCGA-AF-2693-01	TCGA-AF-3400-01	TCGA-AF-3400-11	TCGA-AF-3911-01	TCGA-AF-3913-01	TCGA-AF-4110-01	TCGA-AF-5654-01	TCGA-AF-5654-11	TCGA-AF-6136-01	TCGA-AF-6655-01	TCGA-AF-6672-01	TCGA-AF-A56K-01	TCGA-AF-A56L-01	TCGA-AF-A56N-01	TCGA-AG-3574-01	TCGA-AG-3575-01	TCGA-AG-3578-01	TCGA-AG-3580-01	TCGA-AG-3581-01	TCGA-AG-3582-01	TCGA-AG-3583-01	TCGA-AG-3584-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3591-01	TCGA-AG-3592-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-3598-01	TCGA-AG-3599-01	TCGA-AG-3600-01	TCGA-AG-3601-01	TCGA-AG-3602-01	TCGA-AG-3605-01	TCGA-AG-3608-01	TCGA-AG-3609-01	TCGA-AG-3611-01	TCGA-AG-3612-01	TCGA-AG-3725-01	TCGA-AG-3725-11	TCGA-AG-3726-01	TCGA-AG-3727-01	TCGA-AG-3728-01	TCGA-AG-3731-01	TCGA-AG-3731-11	TCGA-AG-3732-01	TCGA-AG-3732-11	TCGA-AG-3742-01	TCGA-AG-3742-11	TCGA-AG-3878-01	TCGA-AG-3881-01	TCGA-AG-3882-01	TCGA-AG-3883-01	TCGA-AG-3885-01	TCGA-AG-3887-01	TCGA-AG-3890-01	TCGA-AG-3892-01	TCGA-AG-3893-01	TCGA-AG-3894-01	TCGA-AG-3896-01	TCGA-AG-3898-01	TCGA-AG-3901-01	TCGA-AG-3902-01	TCGA-AG-3909-01	TCGA-AG-3999-01	TCGA-AG-4001-01	TCGA-AG-4005-01	TCGA-AG-4007-01	TCGA-AG-4008-01	TCGA-AG-4015-01	TCGA-AG-4021-01	TCGA-AG-4022-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00H-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A014-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A023-01	TCGA-AG-A025-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AH-6544-01	TCGA-AH-6547-01	TCGA-AH-6549-01	TCGA-AH-6643-01	TCGA-AH-6643-11	TCGA-AH-6644-01	TCGA-AH-6897-01	TCGA-AH-6903-01	TCGA-BM-6198-01	TCGA-CI-6619-01	TCGA-CI-6620-01	TCGA-CI-6621-01	TCGA-CI-6622-01	TCGA-CI-6623-01	TCGA-CI-6624-01	TCGA-CL-4957-01	TCGA-CL-5917-01	TCGA-CL-5918-01	TCGA-DC-4745-01	TCGA-DC-4749-01	TCGA-DC-5337-01	TCGA-DC-5869-01	TCGA-DC-6154-01	TCGA-DC-6155-01	TCGA-DC-6156-01	TCGA-DC-6157-01	TCGA-DC-6158-01	TCGA-DC-6160-01	TCGA-DC-6681-01	TCGA-DC-6682-01	TCGA-DC-6683-01	TCGA-DT-5265-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-EF-5830-01	TCGA-EF-5831-01	TCGA-EI-6506-01	TCGA-EI-6507-01	TCGA-EI-6508-01	TCGA-EI-6509-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-EI-6512-01	TCGA-EI-6513-01	TCGA-EI-6514-01	TCGA-EI-6881-01	TCGA-EI-6882-01	TCGA-EI-6883-01	TCGA-EI-6884-01	TCGA-EI-6885-01	TCGA-EI-6917-01	TCGA-EI-7002-01	TCGA-EI-7004-01	TCGA-F5-6464-01	TCGA-F5-6465-01	TCGA-F5-6571-01	TCGA-F5-6702-01	TCGA-F5-6810-01	TCGA-F5-6811-01	TCGA-F5-6812-01	TCGA-F5-6813-01	TCGA-F5-6814-01	TCGA-F5-6861-01	TCGA-F5-6863-01	TCGA-F5-6864-01	TCGA-G5-6233-01	TCGA-G5-6235-01	TCGA-G5-6572-01	TCGA-G5-6641-01
METTL3	4.4341778755188	26.8172294673	8.22177709299	15.4091993953	14.7972735016	7.97077938256	22.9013277125	8.97552028372	6.56334802947	15.9615788372	11.8504074566	14.4625716351	13.3545556665	15.8813156581	17.2039358823	9.32661273501	29.934915778	26.7013564183	17.4895369361	17.159324696	22.9025245408	17.4372627196	13.5125139557	16.2527056061	38.0164331397	20.6879853619	9.23310498521	22.6255753428	13.3200303418	19.029261032	23.0250613078	28.0221788592	11.1939974255	15.208023997	18.3990752206	16.8409725003	10.717230244	17.3710188171	17.4384728541	8.61146811748	10.5366359718	19.8188492589	19.0610629085	9.28521385426	18.8941578668	20.7389440517	17.6694992167	8.70638024396	18.0362919296	9.75792347438	15.5758329335	21.6067898363	10.058183884	16.6790263838	10.8852464556	14.5236370464	8.80744113746	11.6787168131	16.4373947898	10.0664482	12.0293544616	15.7655256794	25.3453770582	10.8693089802	16.8979289391	8.8886299311	17.5978026641	13.7339461146	21.8849693301	18.0517926148	21.1974220699	9.67602164696	13.0234689701	21.4507604626	15.319890169	9.16902492088	18.2713044404	10.6562034536	21.9702656599	18.496101899	21.4548239658	23.9558931447	10.8686546865	12.5102517112	22.1046187277	16.8325404933	29.7078299164	12.7713435876	17.9990818308	9.63631573616	24.3972058285	13.0014015046	27.2223381961	48.0470673289	24.1235859589	17.450454173	19.6381523991	8.78806354864	10.8961340486	22.6829262526	24.1298651859	11.3553950796	22.1897586612	12.1749361203	11.9578806972	14.216668119	14.3842859163	10.1046982745	10.7762514789	28.0048612361	18.2968584322	7.67527519733	17.1099986872	19.040949918	15.4849944487	10.8874843389	12.0226279033	9.61364966791	8.74843853778	20.7221306062	6.70801134002	13.052095151	9.64742125625	14.854673098	17.3188567324	18.7516776071	1.37947469849	14.2556138864	16.7221644092	16.4739200184	15.9075661659	12.4514541674	10.146906795	9.6804484039	13.3884526719	26.0857104471	11.7729017986	24.3963626472	17.6721161852	10.4294426175	11.8407587301	15.1277229686	21.599630688	7.01439272703	12.2563628841	24.4454120623	14.2920126615	18.1758236278	12.432837416	13.9598667227	17.7499279603	10.4579595174	5.92833784605	12.2375866882	24.3368539056	28.2808713547	18.7526665086	33.0658071464	27.7165839656	24.7250856265	15.6732614082	13.3249887855	10.0865304816	10.7127441164	13.1317781775	18.3984637576	10.9324825018	8.05853789477	12.3220250022	31.6857449141	25.0653533357	21.6931830715	20.1781432279	22.1660157047	9.25811573692	9.14823577859	8.54864263004
METTL14	7.00613832473755	9.8127801355	7.82115403633	6.68132822341	6.21526624701	7.67556311801	6.1047037148	10.2404839846	6.22489782639	5.24894496368	7.94784822217	5.76347437781	5.11735082475	6.42969914645	6.92552835999	8.90467512318	7.95356845362	9.09551186606	10.0812204183	7.16918362302	8.21869358371	9.65441790845	5.45911211388	7.96281001073	12.7164428042	8.27926775802	6.29950030868	6.098491346	4.52505862749	6.17597072837	7.54024706362	5.95314505916	6.59912290034	7.14788632216	7.63839583004	9.07541323963	5.66647297482	10.4969574567	6.29643855376	3.66546405579	4.18323454221	4.02363442387	6.35194279433	5.77394264041	5.35251336692	3.03000963268	5.59908749108	7.48730817497	1.120156153	1.34212040495	1.91433638757	13.1710598772	9.36518134744	9.07728332104	16.4827164695	9.75828242871	12.0872187399	2.33888974826	1.00358562343	1.89443751612	0.811446014966	1.85957689306	6.66897496171	6.94828436331	5.83857060219	7.25697927941	6.69111476026	4.82386518715	5.38801186322	9.91432821914	9.39503726033	5.23288759882	4.75366779645	6.68623563894	4.70096321389	5.06723391754	9.19244122731	4.94407281966	7.03444123862	7.46749793617	12.7599482094	8.80151435518	5.69722259502	4.33026452584	4.82421535826	9.51820229735	4.8805523421	8.4256875599	5.49168703786	4.30882491568	5.66246291833	4.96326049859	8.0959184297	6.30423621875	8.4106199646	5.86203611287	6.12569731593	7.40563894127	10.1458748386	10.9844851486	7.316839786	5.2518988655	8.07606849492	8.49778270633	8.22720938247	9.3392041895	8.77527139994	9.593961987	11.9139721145	8.84528617382	13.337329276	3.6063025418	7.55404898686	6.80845937881	8.32783856125	11.006006214	8.81266437887	7.31190781498	6.68272952835	10.9181523803	6.16333425641	7.77389701748	6.0476846216	8.9069454303	10.3436630443	8.90119117274	2.38369311343	10.9588755757	10.9189808388	8.58057822286	7.66676276203	11.7715829868	17.4641282706	10.1075662657	8.81618061448	9.86478218445	5.61494301151	5.30176128513	8.56022483753	2.28731166399	8.35715296228	4.34380365612	8.29958788274	9.09019272944	8.91598373402	13.7143415331	14.0102263281	5.82212932392	9.0647134748	6.71440377776	9.14954668917	7.65765651499	8.09766711231	9.25425229832	14.8426050495	9.60641511827	9.45874837275	10.7833046005	13.4474456832	6.76868545912	8.67302830686	8.93994897919	10.8016490356	6.62803592919	7.79981593678	9.9228468392	10.3974975778	5.75413849888	5.98285301799	11.4908005408	10.590912453	6.29070558258	12.0052229951	5.8544088784	8.85218581732	9.20453463608	8.95105271194
WTAP	24.239221572876	77.4001964629	32.7507600424	33.7414637886	36.0430461172	37.6225816043	38.0722720932	39.1046350141	26.3455247029	54.2196489605	35.2754845805	34.1276068164	50.0742381509	44.7909408778	28.8820312623	36.8436473978	60.3876014158	45.5892064684	42.5970090403	33.814042623	44.6527166424	38.0982173003	32.3792749559	40.8417280408	31.72910428	45.8214156913	38.8163613887	40.9625586729	42.8351518928	19.7432700497	32.381024711	33.6152080453	38.517281364	37.2970691918	37.844288826	21.3888778536	41.8023089867	38.8150125879	22.7163425728	38.4224899051	26.1099807344	35.7441066004	36.1545548622	36.4575768374	40.319941515	37.5490859297	52.6418179359	51.3322371572	10.4480236875	13.3468229445	24.8108428709	48.0790517765	35.5984747984	51.9422736062	41.4244704362	37.4412097122	53.202465163	13.9888578317	23.3294064876	16.4946709019	26.3284956703	17.3977620551	35.0971292103	26.4176758814	50.2581909066	33.7918812855	30.3660372154	38.0152093971	33.9332189648	40.5229034536	37.7428421832	28.6997526887	31.2851679155	36.1606040689	22.595446539	21.006483545	34.9536207362	34.1583487028	62.3366700436	51.8224167145	30.2724377758	32.4318252099	26.7287604248	28.9027742082	33.3100915878	16.7100658765	25.0501534448	40.5752125026	36.7303161358	19.7672641166	34.8983950281	30.754293954	40.2265381958	45.2741933384	38.3834430048	25.1998529485	28.9237558928	23.8911900167	34.0952040489	42.8379505174	42.4836291058	19.3661686911	47.3254991044	25.7446032437	39.661792192	56.6646308009	63.2574561651	38.7704364941	43.4564729906	46.3031379697	49.6934417354	34.9304773748	44.3816017618	44.6552172607	41.2529986318	42.1525204934	47.0847023591	39.1166032163	44.2400174696	44.3766676818	24.8499717036	55.9479484031	55.1091537364	48.1093843903	77.3125530578	55.573313955	18.3433306224	62.5278983425	54.2104829628	59.890883575	50.0483854796	34.0361590464	49.1489269467	45.2826559019	28.4962361808	42.6691266905	39.8690895666	24.3211625108	48.3600497863	20.1883853366	29.3292690148	29.4691728264	46.5693132993	48.5076275248	41.0465654465	62.0185466695	44.7501440918	40.5707025858	36.1100039444	49.2556383491	47.505604257	47.1520963653	28.1123903553	48.1697374171	59.8810084966	43.2728086812	43.7256255535	42.0426341869	60.975461031	43.786045546	57.6158354477	39.9475350023	52.5449838179	35.4424132722	48.2923976795	61.8572659075	38.5911174298	33.1887470147	37.7832935039	47.8274352659	44.1722353572	46.9585809856	47.3826331868	32.3343144837	31.5101815769	32.8486974209	31.7982819364
KIAA1429	9.23435878753662	24.4079119896	14.646974356	19.5866010419	15.7606555499	13.3795923051	17.0692274233	14.8130330508	17.4884626636	15.0230599337	13.8933379623	20.8627075786	19.0636898027	14.4119985714	11.7431292972	13.2832908087	18.0414032343	22.6523436238	22.0704888162	17.5609215679	25.6970850596	17.9215064436	14.3304938787	17.4167208306	35.6512921802	14.9960360698	11.9204336092	24.9518314839	10.3454718276	21.705645022	18.0346444582	28.7063304288	21.8088264873	16.3893021673	14.3830854477	15.1059019827	16.8287851593	14.3565698995	24.3670321366	18.0742207087	8.63581766875	11.6802032408	12.3615073041	9.19002232732	9.68435694883	19.8323150087	12.3928747602	9.92303880216	5.06273542379	4.31009696109	7.28980672991	49.1819477715	13.8867937989	30.2943501315	22.7057687313	19.2816338437	16.65776106	4.96687446308	5.02773688104	4.00756093763	5.2384963842	5.27040149852	18.1016454642	12.8843553196	9.84919474279	12.7678637208	12.9979923081	16.3996759232	14.3836197481	14.5504034641	25.7372209104	13.5872282568	17.7842166489	14.2719624986	19.5983896684	12.7573770697	25.6859245852	14.5896646268	34.1212079397	19.783253485	13.0447737706	18.4130886186	13.1302102728	14.0774672803	17.5123863135	17.8717747957	20.9700778656	13.2337474747	22.2023318239	20.058167808	12.9669286069	26.1208630778	24.0002974077	34.8639636997	20.4861029296	16.2483485183	12.782316588	18.4476527407	6.52970118277	28.2356737275	9.61539770064	11.1714773258	29.9376812429	18.6710900573	14.8028147931	20.4742821958	23.4674830258	14.5552164525	30.1366481915	18.3021598409	18.3703364307	12.0596415567	28.7894907293	21.4144256051	24.5209353738	15.1606212895	26.3588012765	19.765223797	16.3520074478	42.1736332659	15.0743763099	15.0895794834	18.2949355911	10.7116187885	23.6926333629	28.2899690027	5.53269801025	24.3593682524	23.117556339	38.9986954132	24.7038457707	18.9952117885	32.401238496	27.9138204894	10.2765659154	35.2631752661	20.3948975617	11.4504533261	13.3214149553	6.05533741892	8.76410967549	11.6075167991	26.2424646016	17.9594215079	15.4329165089	18.1642542809	23.985885239	21.8434178323	13.4432565026	20.6707973708	16.8799497197	30.4607757989	15.7275828903	19.2427466119	16.1450335279	33.4459605349	26.360064542	86.7771798965	23.0591977991	19.7015120419	20.9549022595	23.1706810708	25.6303805124	26.1716879688	20.833812156	22.1843357928	21.2290399812	12.3917399023	17.1106002734	14.4748878376	16.5230847276	29.647526285	30.2415543505	15.9908382919	20.5907063703	20.8465160746	15.9965280177
RBM15	3.43155765533447	6.80231172482	7.46153652591	5.15787441912	7.1316228631	6.65269418515	9.59304877646	8.37610600881	10.0485249359	4.40313994707	6.46039225938	8.32253570705	7.61491259109	4.58298428253	8.06444654138	8.792293973	7.94354637188	10.7534868945	8.73844950193	8.14851859542	13.3276353608	10.7219760463	4.35902500683	4.03766466608	8.01639524115	7.79749238045	5.37199090448	7.56706261916	5.54085515737	5.75745249227	5.72967435819	8.89824412008	6.43536427417	9.84589731518	6.41354202335	6.32327417104	7.02619554107	6.73967923843	5.71776112214	3.13979495645	6.29451563405	5.77848281028	5.64543731864	5.70336501694	4.65600352474	5.27461947721	7.11775868071	3.19878923253	6.67690185125	4.74909918199	3.64396558603	10.8105663366	4.74733619174	13.7452358731	6.11397759877	10.6130799747	5.87398335123	4.76048741635	2.34603035994	4.13978231847	4.13338205345	4.27379023254	6.83319478374	7.36779820982	5.64889673772	4.79116028143	5.48001053985	5.4771575778	9.09867806647	6.45245144196	13.3413493929	5.13683252459	4.69625733311	7.51851515189	7.10980831548	6.04027634885	7.10351706708	5.26624455653	9.00131896611	7.68624130597	17.5750819234	12.9036326547	9.22320388772	6.38898418503	6.70258789574	6.8158873237	8.38298440828	7.40774003678	10.631681393	7.36197315161	10.4495158863	9.53891596717	11.949198476	13.6599293381	15.8012659348	8.24250749582	9.47058697107	7.99233367312	8.0929878844	10.0213914926	12.2356876478	4.74302507187	12.6579259414	8.32861324797	6.79522803063	11.2950253816	9.1716064427	7.81987996115	16.5487735456	9.03755501841	9.28710031972	9.28900280702	9.65702482115	12.1498818312	8.96691019669	11.9626700338	7.45959241575	6.65958074694	11.5257592722	13.4926791168	7.40639431053	7.68084904387	7.74706640145	8.52184575043	7.57302447403	10.3070769321	10.3233012519	9.07544877701	11.0729562059	12.6800652095	13.6262768502	11.6358701001	15.1569368681	12.2003493785	7.91494153594	13.8938496183	8.94336572898	6.80209845248	8.43605234664	2.76048358926	8.77468704356	6.83701763796	11.1556968863	12.7822794595	9.53812389158	10.2949980855	17.4671912646	6.28775058562	7.72409346624	5.56698635036	9.74379553347	10.404939129	5.70272469423	12.90801953	16.1057718488	10.0696309288	9.03065901621	10.6136600878	20.2824757494	7.89346378787	7.72653020253	6.26131380021	10.9249923956	7.70293615822	6.59789529912	11.1378230597	7.04539272493	4.55111736245	7.21441782519	17.020405468	9.44415365176	12.2840330003	9.2459098495	10.1348642543	6.54000882962	3.68862273736	7.35901205045
RBM15B	20.5079975128174	46.7088416459	33.9316340441	33.7035780864	24.894651984	40.9439328354	35.1093556318	47.5932247653	25.6738475538	27.1585747164	44.7915144064	40.3798280962	48.6418680636	29.8279335679	36.8165078777	32.4231287744	46.7231135072	71.1804709988	45.5959257889	39.2220622306	54.6664953247	44.503989579	28.8833273442	19.9166581025	42.2789103028	29.7369829867	27.4313581859	52.7640381527	22.2010192071	25.5838200396	48.8617806674	60.001245787	22.5744581365	49.2220286405	50.5242225712	40.5254487108	21.0694467854	58.7647138184	37.9043597525	36.2269849754	16.0013578817	38.809916007	41.1753791258	34.8587183472	30.5512274813	30.809884767	47.6858415579	15.7458846576	77.700869086	81.395709735	44.1238211322	56.1007304838	35.1630960897	27.5473899795	34.4591308749	41.3888146116	29.109545586	50.6079824283	26.4666360057	37.6438622414	38.904052784	38.8233480146	42.6127285371	42.6082959853	34.8589266667	35.1298554245	45.5402918459	46.8306506027	41.3393895436	41.4915855171	47.6739521175	50.8896777815	41.5731548286	62.1564543626	51.7038987269	39.1953680955	40.2572486447	56.8213308472	38.452602332	32.5733708185	50.4935692281	53.7471568613	40.8152538321	41.4477425878	58.3364535073	35.3145257622	44.9952483052	47.0272944203	67.3940606454	34.8101050882	54.9615949489	56.3012257135	49.0317196823	61.095761872	49.9026766981	51.1779510965	58.8923255804	49.9105994874	58.7290536449	33.2158464681	55.9274655247	25.2042781457	61.7294512279	28.2394848609	31.0867980977	37.4056387881	48.4000117034	29.0845390924	66.2968849258	61.4605440936	53.1958078092	18.5800177747	37.0880820155	63.4095923896	42.3527415316	47.6753437102	39.4045643068	40.959982969	55.8602387819	40.0511901119	34.6199153391	42.9130650591	35.4206754649	30.5678830394	49.9550308894	46.4017950866	15.4838847151	46.1013178693	56.929142944	66.7046171341	57.819399048	65.3950786794	29.9919068954	45.3341992118	40.3123345573	50.3939579194	39.9178122925	35.4750698317	74.3777364731	11.7568259527	29.4198507874	27.6548263582	37.8818283526	56.4981661984	41.6730929309	63.6369645272	37.3998559314	42.6609058682	54.7954035519	36.5744246647	34.4102448995	71.4702230725	31.5086978664	39.3163106204	56.1189113891	46.4693149179	44.0398486722	56.407148111	53.5107360844	62.0017852255	65.3693215257	45.4128710901	46.5156058207	34.9930356507	41.7756809329	48.0469808942	45.9878462832	30.103792349	41.9885511753	47.2753134123	60.756521818	65.1620353384	65.7118221529	26.9622938924	38.3874234113	44.7462577157	63.6696410003
ZC3H13	16.3040828704834	32.1833208682	19.9988229796	19.5205249446	9.16159641269	20.1315713638	28.7930430543	27.1836707961	14.0368984007	11.6786821703	18.2825226087	34.8129425383	18.1190307278	25.6558649683	16.6549998835	17.3406247364	57.8218981889	33.6095552344	39.7181032671	28.5368906124	27.6322704407	31.5687585187	7.70755980615	7.96441812435	26.1592575533	14.8520707562	14.0872069726	32.3059857334	10.6945378136	12.1985398696	20.9110532626	18.748667285	9.85348290025	32.6687764879	24.42401805	23.3556747292	8.30814970434	13.185770991	9.43774101194	12.9218050262	7.94562603429	5.01435661736	9.03442423742	20.9255100115	11.2208452923	16.4234548321	32.943250964	6.58220410948	5.07211285161	7.63524916493	10.2812698026	43.4536133512	20.2942456673	29.6395426359	37.3683607883	38.1995669045	20.3405953584	4.72528388278	4.46746475791	7.92313881495	2.24208370444	12.4947439593	13.9038394561	12.2744684736	7.50365052307	18.4212038663	14.4159715678	23.8040177889	15.0254439515	19.0505128661	23.1734587742	14.4039725464	18.3363299692	28.4706593217	40.5898401785	11.3864625974	23.4019825913	16.6357736671	20.5738081513	42.8760709533	25.6896620647	26.4368125426	17.6928613072	23.5508498147	34.1330249651	14.846479271	38.1378832798	38.5065902917	29.177504645	8.1990506561	38.2849001392	13.006996058	23.5004347183	45.4639932897	17.6970373936	20.750939248	21.1275043994	20.7987108315	35.8773351542	11.7885126892	19.6261905824	24.354101581	24.2439049738	23.4979999731	20.875958621	49.2718158937	40.2652732726	24.5141381265	41.8679528767	45.4614693561	22.6775042199	16.3655325617	37.2486668022	37.7469529021	29.4200420854	37.3862892555	54.7674168536	37.7027783536	37.5013261243	72.8463432173	17.663821772	13.1070352136	18.224937084	9.418528986	25.9157049918	43.8994985453	3.15897136807	70.5915903251	39.9168610585	55.1178635525	50.0333204808	26.3434387282	40.2081049503	51.9410979727	10.5888453028	13.3367785272	29.9696729882	23.6363994306	31.4213365626	14.4069757108	17.7834852544	17.256247547	21.5855551712	47.023446822	37.2449152203	48.313965794	21.5512101248	55.0012732598	31.4270481272	27.8977934474	44.1143173833	49.2922289967	45.168272118	52.0598277224	34.9877605454	30.7764650407	57.5487619781	42.9540538316	31.7693516238	62.4070524594	32.9635388607	45.7270529879	40.7539953167	51.6642342544	39.1592729301	43.773477666	45.2663935042	30.6602770645	34.9190966817	21.8175106083	30.1299710333	53.4508546795	30.3608975952	40.457921935	29.5160121494	44.089187356	14.956846145
RBMX	39.283504486084	136.539689722	62.3238827217	84.473434883	91.7347358869	67.1921573768	134.597232681	79.7684316572	124.57957948	80.6333265305	72.7119079649	107.563047865	108.572189324	117.589454429	120.054343298	59.7230909696	149.461569528	159.800380911	136.15250097	87.8917504742	114.864725486	116.623819358	112.566418949	149.567869297	115.522134601	118.447227353	88.494931239	117.374445843	101.199143525	100.172737687	106.362585167	125.638615779	119.175161096	126.148984249	117.62119225	110.895026671	145.801027205	117.890152976	103.270263663	114.689483788	108.983384745	150.399547395	120.771144907	125.684965952	88.8937921729	99.5383793001	89.3293843755	73.2679187986	54.9342980205	49.7199502473	47.711066559	125.044822532	71.5305700408	110.979122201	92.9372842286	142.947632397	100.910783712	50.5897490346	68.8905256977	51.0299437098	46.290746502	53.4840783249	126.6873358	69.5550762188	104.49642907	86.0291328748	118.266107017	107.793532905	108.287746833	91.2088980186	133.276187688	82.4652766097	104.943075853	108.576182622	97.6828440184	101.611080247	107.601109066	82.9577571591	111.49869722	118.437574623	95.5784394776	105.570093682	86.0771871848	59.5397299879	80.379782841	46.8524470455	94.2710519375	96.1983182515	91.6971759699	46.9238300838	97.7359016098	97.9087446575	138.438913744	131.35069259	113.255182534	99.1507728882	98.2667996954	62.1599454638	87.2985966237	79.3167361351	108.895206431	64.7702730149	106.502017794	93.3539045525	55.0315840356	149.811191493	152.799487065	64.0501841584	152.840288374	150.042867228	142.24056355	94.4114077227	103.885562307	133.75022024	132.180541784	98.6037434145	140.330469664	71.9118780474	136.021650654	140.353601017	76.7784109947	205.88657575	137.340704427	162.654701956	193.239735098	116.743436208	52.5920307319	114.291595018	138.681011941	119.051269784	166.632241387	111.679285178	223.018109736	123.268186137	98.3973591931	173.567129797	85.7466971488	63.2827314924	110.79049971	29.9158049957	98.1629008971	62.0771784142	114.414714753	113.717015044	82.4758107283	128.626023909	138.090223112	118.064665947	95.4163062259	89.5963664151	131.104723188	155.693817325	88.4937190501	104.674162583	142.644345705	99.3838365315	105.522367491	162.46584986	170.158435248	134.145069094	114.79840823	85.6087899349	119.079603969	99.9044791175	73.7965085066	141.41054254	101.653071058	77.2016864599	96.0366545101	146.84922594	119.980047235	116.337147074	111.120343166	126.070293002	103.260851222	120.703705481	69.1461812509
YTHDC1	18.9596195220947	36.4787381419	28.6552307047	26.2612481682	24.2600437924	25.6278464279	30.385455454	33.786254748	34.6925792409	17.9845137478	25.4694384882	26.775350576	24.3757237411	26.219498896	26.4488406073	28.7696874579	38.7486345526	40.0222461075	49.3601123436	26.9923272539	32.9643552756	39.847630031	19.3239283031	18.5939348079	47.5418142432	30.3611415662	22.5946507848	26.7929905418	17.8348999669	22.5408210669	24.84888236	21.9097985695	26.8743259392	30.736653071	31.026635449	24.821783806	19.7745889879	27.9697506659	18.1082783614	18.076729935	11.6575470409	13.1293290072	20.5733573782	20.9168415873	19.7433757987	23.5410712306	31.0687466988	16.0258646223	13.7975084469	14.7004266801	19.9967002576	47.5483255623	32.1523813956	37.4683174565	45.0866360355	40.1270345762	30.9209406403	12.5782658331	9.4593770455	14.0069963486	6.30823886316	13.4235443857	23.1636047188	20.3642246447	15.7481558678	28.539577727	23.3130111103	22.252441715	21.1879703434	27.3010596751	34.6707617492	19.3313013902	19.4235190645	26.2032752635	20.3262266332	19.1236041173	29.7690200498	20.5177840629	46.3029177134	33.8826053385	42.4714658402	40.6030559686	24.2081700376	18.1543416364	23.1417617257	24.3371678152	21.0727147626	31.5897698241	27.0232017662	18.8329574955	27.4103165549	26.4625188889	31.6891610645	33.4586100199	35.1326679972	23.4621134059	24.360915807	24.4342850187	35.9048155413	33.6288382588	28.3506949262	21.0956551203	33.2255705579	29.0446532444	29.958291079	39.6229942266	38.2205699797	32.6098740385	47.412075169	39.7700355105	32.1373168242	29.3630876671	33.8668453376	34.7155227782	46.9049209213	40.7335781214	34.3029145581	28.5644272992	38.1181582119	45.7037719684	25.7288747887	23.1035502619	32.4581435303	22.9388108925	35.7535252949	42.3234559364	9.15463739957	42.8461251931	41.6427438335	41.9373725786	36.9749911739	34.9298651234	49.3064037123	41.9503085679	30.6400852448	44.7536574148	31.46918816	22.9420831728	33.0805998167	14.9871292571	31.1577377547	23.0925819764	33.4467827334	38.2150739141	38.006005609	55.5369799921	53.2405022289	43.2185257228	34.816818517	29.9775783422	45.495706901	32.6104617574	30.8743778133	34.7544945428	47.5341273778	39.6035568811	43.1294496949	54.276582129	50.439850858	44.9160951238	37.4410358201	38.6146745575	42.4033945395	33.2548041561	29.6681786474	44.9092100434	35.0968256521	26.3626731431	29.0245022329	35.1094482294	44.0139449046	53.4975916694	50.0288608822	28.1131175855	30.9588591622	44.2101687627	26.8463294319
