Gene	TCGA-DD-A11D-11	TCGA-DD-A3A3-01	TCGA-DD-A1EF-01	TCGA-ED-A627-01	TCGA-DD-AACB-01	TCGA-G3-A3CG-01	TCGA-BC-A10W-01	TCGA-G3-A25Z-01	TCGA-DD-AADY-01	TCGA-DD-AAEH-01	TCGA-G3-A5SI-01	TCGA-G3-A5SL-01	TCGA-EP-A12J-01	TCGA-DD-A3A8-11	TCGA-DD-AAD2-01	TCGA-ZS-A9CF-02	TCGA-UB-A7MB-01	TCGA-UB-A7MC-01	TCGA-T1-A6J8-01	TCGA-BC-4072-01	TCGA-DD-AACQ-01	TCGA-2Y-A9GW-01	TCGA-MI-A75H-01	TCGA-DD-AAEI-01	TCGA-DD-AADN-01	TCGA-QA-A7B7-01	TCGA-DD-A1EC-11	TCGA-5C-A9VH-01	TCGA-ZP-A9D4-01	TCGA-G3-AAV6-01	TCGA-DD-A4NG-01	TCGA-ED-A8O5-01	TCGA-DD-AACO-01	TCGA-DD-AACZ-01	TCGA-CC-5264-01	TCGA-DD-AAW3-01	TCGA-DD-AAVX-01	TCGA-2Y-A9HA-01	TCGA-ED-A82E-01	TCGA-DD-A1EG-11	TCGA-DD-AA3A-01	TCGA-GJ-A3OU-01	TCGA-G3-A7M9-01	TCGA-EP-A3JL-01	TCGA-DD-AAEG-01	TCGA-UB-A7MA-01	TCGA-XR-A8TG-01	TCGA-BC-A10X-01	TCGA-BC-A10Q-11	TCGA-EP-A3RK-01	TCGA-ED-A66Y-01	TCGA-DD-A1EE-11	TCGA-DD-AADF-01	TCGA-BC-A216-11	TCGA-CC-A9FV-01	TCGA-MI-A75G-01	TCGA-DD-A39V-01	TCGA-DD-AACF-01	TCGA-G3-AAV0-01	TCGA-KR-A7K2-01	TCGA-DD-A3A6-11	TCGA-RC-A6M3-01	TCGA-DD-AACU-01	TCGA-G3-A7M5-01	TCGA-DD-A1EJ-11	TCGA-BW-A5NP-01	TCGA-G3-A5SJ-01	TCGA-DD-AACN-01	TCGA-O8-A75V-01	TCGA-ED-A5KG-01	TCGA-G3-AAV5-01	TCGA-NI-A4U2-01	TCGA-EP-A2KC-01	TCGA-RC-A6M5-01	TCGA-2Y-A9GU-01	TCGA-G3-AAV2-01	TCGA-DD-AAEA-01	TCGA-DD-A4ND-01	TCGA-DD-A4NO-01	TCGA-RC-A7SK-01	TCGA-DD-A1EB-11	TCGA-CC-A3MB-01	TCGA-DD-A4NA-01	TCGA-DD-AAE2-01	TCGA-RG-A7D4-01	TCGA-LG-A9QC-01	TCGA-DD-A3A9-01	TCGA-G3-A25V-01	TCGA-ZP-A9D1-01	TCGA-BC-A216-01	TCGA-ZP-A9D2-01	TCGA-ES-A2HS-01	TCGA-DD-AAVS-01	TCGA-DD-A4NV-01	TCGA-BC-A10Y-11	TCGA-BW-A5NQ-01	TCGA-CC-A7IH-01	TCGA-WQ-A9G7-01	TCGA-BC-A110-01	TCGA-RC-A7SB-01	TCGA-BC-A10T-01	TCGA-MR-A8JO-01	TCGA-2Y-A9GX-01	TCGA-K7-A5RG-01	TCGA-UB-AA0U-01	TCGA-DD-AAD3-01	TCGA-DD-A1ED-01	TCGA-DD-AAVZ-01	TCGA-CC-A123-01	TCGA-DD-A11B-01	TCGA-G3-A25Y-01	TCGA-DD-AADQ-01	TCGA-2Y-A9GT-01	TCGA-HP-A5N0-01	TCGA-DD-A119-01	TCGA-DD-AADO-01	TCGA-DD-A4NQ-01	TCGA-DD-A4NL-01	TCGA-RC-A7SF-01	TCGA-DD-A39Y-01	TCGA-ES-A2HT-01	TCGA-DD-AADA-01	TCGA-DD-A4NI-01	TCGA-G3-A3CI-01	TCGA-WX-AA46-01	TCGA-DD-AACD-01	TCGA-DD-A73G-01	TCGA-2Y-A9H0-01	TCGA-DD-AACC-01	TCGA-DD-A1EE-01	TCGA-FV-A4ZQ-01	TCGA-G3-AAV3-01	TCGA-DD-A1EL-11	TCGA-BC-4073-01	TCGA-G3-A3CH-01	TCGA-G3-A3CK-01	TCGA-DD-A116-01	TCGA-5R-AA1C-01	TCGA-DD-AAE4-01	TCGA-DD-AACL-01	TCGA-DD-AADW-01	TCGA-EP-A12J-11	TCGA-CC-A3M9-01	TCGA-DD-A3A5-01	TCGA-FV-A3I1-01	TCGA-BC-A10T-11	TCGA-DD-AAEB-01	TCGA-G3-A3CH-11	TCGA-DD-AAE1-01	TCGA-DD-A39X-01	TCGA-DD-AACG-01	TCGA-DD-A4NN-01	TCGA-K7-A6G5-01	TCGA-2Y-A9H1-01	TCGA-MI-A75C-01	TCGA-ED-A66X-01	TCGA-DD-AAW1-01	TCGA-DD-AADB-01	TCGA-G3-AAV1-01	TCGA-DD-A4NJ-01	TCGA-5C-AAPD-01	TCGA-EP-A26S-01	TCGA-BD-A2L6-01	TCGA-DD-A1EK-01	TCGA-RC-A6M4-01	TCGA-DD-A1EH-01	TCGA-ED-A7PZ-01	TCGA-CC-A9FS-01	TCGA-CC-A3MA-01	TCGA-DD-A4NH-01	TCGA-FV-A2QR-01	TCGA-2Y-A9H5-01	TCGA-5C-A9VG-01	TCGA-DD-A11B-11	TCGA-DD-A39X-11	TCGA-PD-A5DF-01	TCGA-DD-AAD6-01	TCGA-DD-A73F-01	TCGA-DD-A1EI-01	TCGA-ZS-A9CF-01	TCGA-RC-A7SH-01	TCGA-ZS-A9CE-01	TCGA-DD-AAVV-01	TCGA-CC-5259-01	TCGA-G3-A7M7-01	TCGA-UB-A7ME-01	TCGA-DD-A4NK-01	TCGA-BD-A3EP-11	TCGA-DD-AACS-01	TCGA-DD-A39W-01	TCGA-DD-AACV-01	TCGA-CC-A7IG-01	TCGA-DD-AADV-01	TCGA-CC-A8HS-01	TCGA-BC-A10W-11	TCGA-DD-AADJ-01	TCGA-DD-AACA-01	TCGA-MI-A75E-01	TCGA-DD-A118-01	TCGA-BC-A10Q-01	TCGA-DD-AACA-02	TCGA-BC-A3KG-01	TCGA-CC-5263-01	TCGA-BC-A69H-01	TCGA-DD-A11A-01	TCGA-DD-AADR-01	TCGA-DD-A3A7-01	TCGA-DD-A11C-01	TCGA-DD-AAD8-01	TCGA-CC-A8HV-01	TCGA-DD-AAVW-01	TCGA-ZP-A9CV-01	TCGA-ED-A7XO-01	TCGA-DD-A3A1-11	TCGA-2Y-A9GZ-01	TCGA-ZP-A9D0-01	TCGA-EP-A3RK-11	TCGA-DD-AAEE-01	TCGA-ZS-A9CD-01	TCGA-CC-A8HU-01	TCGA-FV-A3I1-11	TCGA-ZP-A9CY-01	TCGA-DD-A73B-01	TCGA-MR-A520-01	TCGA-CC-A3MC-01	TCGA-DD-AAE0-01	TCGA-BC-A10S-01	TCGA-DD-A1EA-01	TCGA-3K-AAZ8-01	TCGA-FV-A2QQ-01	TCGA-DD-AACI-01	TCGA-DD-AAD0-01	TCGA-DD-A114-01	TCGA-2Y-A9H6-01	TCGA-FV-A23B-11	TCGA-G3-A25U-01	TCGA-FV-A3R2-01	TCGA-ZS-A9CG-01	TCGA-DD-A1EG-01	TCGA-RC-A7S9-01	TCGA-CC-A8HT-01	TCGA-2Y-A9H2-01	TCGA-DD-AADC-01	TCGA-EP-A2KA-01	TCGA-WQ-AB4B-01	TCGA-DD-AACW-01	TCGA-DD-A39Z-01	TCGA-BC-A10R-11	TCGA-DD-AAE7-01	TCGA-DD-AACH-01	TCGA-LG-A9QD-01	TCGA-BC-A3KF-01	TCGA-DD-A115-01	TCGA-DD-A3A3-11	TCGA-2Y-A9H3-01	TCGA-G3-AAUZ-01	TCGA-BC-A217-01	TCGA-G3-AAV4-01	TCGA-DD-AADI-01	TCGA-FV-A3R3-01	TCGA-CC-5261-01	TCGA-BW-A5NO-01	TCGA-DD-A4NB-01	TCGA-2Y-A9H4-01	TCGA-DD-AAVY-01	TCGA-XR-A8TD-01	TCGA-DD-AADG-01	TCGA-DD-A4NE-01	TCGA-2Y-A9H7-01	TCGA-ED-A7PY-01	TCGA-DD-A1EI-11	TCGA-BC-A10X-11	TCGA-G3-A25S-01	TCGA-DD-AAE3-01	TCGA-YA-A8S7-01	TCGA-CC-5260-01	TCGA-K7-A5RF-01	TCGA-CC-A5UC-01	TCGA-DD-A3A6-01	TCGA-FV-A3I0-01	TCGA-CC-A7IF-01	TCGA-FV-A496-01	TCGA-DD-A4NP-01	TCGA-DD-AAED-01	TCGA-DD-A73E-01	TCGA-BC-A10Z-11	TCGA-CC-A5UD-01	TCGA-DD-AACK-01	TCGA-DD-A1EB-01	TCGA-NI-A8LF-01	TCGA-ED-A4XI-01	TCGA-BC-A5W4-01	TCGA-DD-A4NF-01	TCGA-DD-A113-11	TCGA-DD-AACT-01	TCGA-DD-AADK-01	TCGA-DD-A3A2-11	TCGA-BC-A8YO-01	TCGA-FV-A3R2-11	TCGA-G3-A5SK-01	TCGA-DD-A3A2-01	TCGA-CC-5262-01	TCGA-BC-A10Y-01	TCGA-FV-A495-01	TCGA-KR-A7K7-01	TCGA-CC-5258-01	TCGA-5R-AA1D-01	TCGA-FV-A3I0-11	TCGA-DD-A3A4-11	TCGA-DD-A39Z-11	TCGA-DD-A11C-11	TCGA-ED-A97K-01	TCGA-LG-A6GG-01	TCGA-DD-A1EH-11	TCGA-DD-A116-11	TCGA-EP-A2KB-01	TCGA-WJ-A86L-01	TCGA-2Y-A9GY-01	TCGA-DD-AADM-01	TCGA-DD-AACJ-01	TCGA-CC-A7IE-01	TCGA-GJ-A6C0-01	TCGA-DD-A1EJ-01	TCGA-XR-A8TF-01	TCGA-2V-A95S-01	TCGA-BC-A10U-11	TCGA-FV-A2QR-11	TCGA-K7-AAU7-01	TCGA-CC-A7IL-01	TCGA-G3-AAV7-01	TCGA-DD-A3A1-01	TCGA-DD-A11D-01	TCGA-CC-A9FU-01	TCGA-DD-AAE6-01	TCGA-DD-AADL-01	TCGA-DD-AADS-01	TCGA-CC-A7II-01	TCGA-5R-AAAM-01	TCGA-CC-A7IK-01	TCGA-GJ-A9DB-01	TCGA-G3-A25T-01	TCGA-G3-A7M6-01	TCGA-DD-A73C-01	TCGA-KR-A7K8-01	TCGA-2Y-A9HB-01	TCGA-DD-A11A-11	TCGA-EP-A26S-11	TCGA-DD-AAVR-01	TCGA-DD-AAVP-01	TCGA-DD-A73A-01	TCGA-2Y-A9GV-01	TCGA-DD-A119-11	TCGA-DD-AAE9-01	TCGA-DD-AAD1-01	TCGA-UB-A7MF-01	TCGA-4R-AA8I-01	TCGA-DD-A114-11	TCGA-FV-A23B-01	TCGA-BC-A112-01	TCGA-ED-A459-01	TCGA-BD-A3EP-01	TCGA-G3-A6UC-01	TCGA-2Y-A9H9-01	TCGA-DD-AAEK-01	TCGA-DD-AAD5-01	TCGA-DD-AAW0-01	TCGA-DD-AAC9-01	TCGA-DD-AAC8-01	TCGA-XR-A8TE-01	TCGA-DD-AAVU-01	TCGA-2Y-A9GS-01	TCGA-DD-A73D-01	TCGA-ES-A2HT-11	TCGA-KR-A7K0-01	TCGA-WX-AA44-01	TCGA-ED-A8O6-01	TCGA-DD-AADU-01	TCGA-2Y-A9H8-01	TCGA-G3-A3CJ-01	TCGA-DD-A4NS-01	TCGA-DD-AACP-01	TCGA-G3-A5SM-01	TCGA-DD-AAVQ-01	TCGA-HP-A5MZ-01	TCGA-DD-AACE-01	TCGA-DD-A118-11	TCGA-G3-A7M8-01	TCGA-BD-A3ER-01	TCGA-DD-A113-01	TCGA-DD-A3A8-01	TCGA-BD-A2L6-11	TCGA-ED-A7PX-01	TCGA-DD-AADP-01	TCGA-CC-A7IJ-01	TCGA-BC-A10U-01	TCGA-DD-AADD-01	TCGA-ZP-A9CZ-01	TCGA-DD-AACY-01	TCGA-DD-A1EC-01	TCGA-UB-AA0V-01	TCGA-DD-A1EL-01	TCGA-RC-A6M6-01	TCGA-MI-A75I-01	TCGA-UB-A7MD-01	TCGA-CC-A1HT-01	TCGA-BC-A110-11	TCGA-WX-AA47-01	TCGA-FV-A4ZP-01	TCGA-ED-A7XP-01	TCGA-DD-A39W-11	TCGA-DD-A3A5-11	TCGA-CC-A5UE-01	TCGA-CC-A9FW-01	TCGA-XR-A8TC-01	TCGA-BC-A69I-01	TCGA-DD-AACX-01	TCGA-DD-AAW2-01	TCGA-DD-A39V-11	TCGA-BC-A10R-01	TCGA-G3-A25X-01	TCGA-DD-A3A4-01	TCGA-BC-A10Z-01	TCGA-DD-A4NR-01
METTL3	3.062954664	4.546345711	11.28395557	8.174901009	12.24963284	4.974425316	15.12997627	5.725307465	7.989347935	4.949510574	4.581046104	7.316663265	12.04763031	2.59530735	8.754311562	12.07644939	13.98302746	15.34757519	7.608561993	9.99532032	8.49648571	11.21096802	7.226747036	5.371149063	3.955999374	16.42901611	3.465993881	11.54936886	9.503862381	12.12665844	6.697710037	15.5660038	1.209280729	13.11288834	12.35938931	9.903525352	6.049686909	14.97200966	14.19887829	2.85305047	10.87033081	12.29690742	47.37213898	6.763203621	9.574726105	11.64763737	9.064945221	4.346219063	2.285284519	9.309752464	20.13323975	3.998866796	4.694180012	2.102576256	12.93370819	6.143089294	5.290742874	13.02127075	3.702675104	4.83590889	1.01317668	10.47988224	9.813624382	4.513241291	4.476685047	14.71442223	11.05996799	12.39430904	8.670898438	19.95198441	13.88632107	4.85219717	11.67744064	4.978026867	7.202311039	11.72087002	7.124585629	14.84346867	5.820187092	5.725597382	4.721569061	10.38197708	11.74104404	6.81564045	11.6223259	14.45550823	5.266139984	5.708353996	13.39930058	10.61375713	12.35585785	3.326893091	12.07695961	9.251206398	5.641614914	12.22184181	13.29140759	6.66908884	3.864537239	5.460707664	5.830272675	5.756093025	9.686051369	9.749905586	12.13760185	7.218848705	4.732597351	9.40220356	1.212909222	8.35246563	16.47941017	5.173530102	8.265494347	8.585590363	3.806765795	1.727650166	12.86500168	5.64647913	7.073019981	10.17699909	3.500114441	5.584599972	4.739743233	4.800392628	4.314744473	2.643996716	3.858594418	9.226002693	4.955355167	15.29501915	14.67633533	11.90451145	4.260164738	9.415325165	6.238797188	8.859625816	8.86628437	14.81102848	1.636859894	18.0296917	16.84502792	2.762447119	28.95700455	6.035706043	11.3599453	2.054609299	2.085150242	3.413833857	9.572377205	3.891789198	2.319345236	15.04983616	6.529670715	2.954031706	9.888511658	13.61069202	9.98187542	12.89326382	11.56833172	17.72908592	10.96996212	11.11404705	5.396231651	3.688642263	11.27212143	10.43228626	7.953314781	8.462530136	11.86626053	8.311532974	8.56606102	7.716493607	15.99643135	2.226378441	3.45447731	7.988123894	8.950369835	7.802415371	10.49294281	10.49204731	7.21954155	6.688888073	8.081933975	0.894675195	9.586354256	15.22344589	9.048204422	3.266226292	11.23414516	10.13636589	11.04811668	11.37121391	9.924851418	25.22080803	2.545815229	3.893748999	14.15105057	7.224009514	5.010448456	5.164491653	14.72925758	26.43042374	14.83411884	7.023082256	6.908300877	5.5205369	1.127709866	11.84950829	6.819602013	17.78216743	9.48725605	8.281847954	7.429733276	2.006330252	10.62265301	8.064538956	3.289907217	12.02509594	6.123189926	11.86410332	4.165442944	7.169470787	7.292200565	4.947601795	8.007923126	9.629237175	5.119230747	11.79453373	7.859413147	8.435448647	3.399955988	10.65155983	12.97064972	6.785291195	6.076537609	7.564492702	9.614076614	7.423690319	6.57870388	6.925044537	8.558651924	16.62097359	14.57244396	13.84518242	3.447332144	16.09914017	6.644779682	1.934956551	4.685486794	19.19668961	5.59505558	8.893966675	6.598791599	2.78887701	3.833598614	3.319810867	9.317035675	14.96968269	9.002081871	4.111984253	25.29091644	7.967371941	4.764214039	6.010606766	11.31371593	5.534911156	10.03229141	6.812639236	8.127720833	6.294196606	3.316295862	3.241183519	3.872112513	6.240254879	22.34718323	10.39477539	5.112649441	12.92175102	4.539093971	17.28264618	9.920959473	10.45601368	6.379731655	11.8595047	17.76278305	5.780453205	21.83658791	10.13579178	6.523147583	8.564249992	7.24386549	8.181303978	13.30194855	2.177856684	5.750011921	9.320152283	4.098756313	20.21640205	5.378878593	2.670807123	4.15784359	8.088547707	14.91405582	4.631381989	5.143056393	14.34318161	4.190866947	2.51192522	5.54535675	3.011801004	4.008728027	12.54232311	8.046992302	2.804131985	3.674390793	8.038772583	5.202570915	11.15952873	3.991027832	7.291906357	7.969680786	7.26432991	16.28330421	9.290046692	12.43156052	2.490690708	4.740086555	14.35333633	8.476880074	10.89028168	4.024497986	5.113481522	11.53732967	15.44850063	13.23327637	0.926274896	22.54318237	6.23069191	14.62250042	10.9560461	7.84697628	26.26950455	8.627170563	6.971072674	6.77528429	2.844796419	2.944437981	5.689592361	9.147106171	7.115944386	8.605920792	2.904245615	12.9979887	13.61819839	8.588721275	14.07861042	3.848470926	9.414756775	6.473463535	7.227764606	16.1758728	9.702270508	7.605200291	8.558543205	9.341444969	9.245427132	4.03976202	19.75557899	6.990957737	5.819346428	13.10994816	8.411668777	5.331721783	10.7408247	8.462724686	12.429142	6.667548656	9.036701202	3.251137257	12.994874	12.09479427	5.656420231	8.888453484	8.608524323	4.517008781	2.470096111	5.025603294	6.549315453	5.558215141	7.890677929	5.011736393	10.34346008	7.545262337	16.19197655	8.871723175	7.361250877	9.429294586	5.634173393	7.718612194	7.819939613	12.37700748	20.68505859	9.01220417	10.14514446	12.63582897	2.354041815	2.513518095	1.072569132	11.38306141	2.86269331	2.880130053	12.27106094	14.33613205	8.378370285	4.585193157	11.12766075	11.60594559	2.583312273	4.074969769	4.298775673	4.923512936	8.718324661	11.9366045
METTL14	6.243105412	3.184204578	12.57434273	7.55659914	5.402992725	9.914226532	13.79454994	3.401686907	10.57569122	5.5782938	4.978554249	5.346344948	14.45450306	3.615418434	4.442308903	19.09219933	16.16796303	4.079861641	3.312291384	8.100875854	9.841971397	4.388310432	7.971114635	5.706695557	2.014051437	20.54050255	7.050181389	7.58543539	9.657012939	7.853641033	9.028913498	7.932096004	4.411384106	7.049505711	8.383051872	10.02354431	8.116090775	7.761184692	12.55586243	3.947454929	9.611502647	5.914435863	10.98099232	2.994466305	9.775758743	8.856142044	3.992701292	8.143960953	4.998329639	6.357577801	10.7403183	6.902024746	3.849406481	3.922973633	6.156227112	6.338526249	4.863299847	4.431838036	5.555650234	5.346457958	2.724264383	2.987141371	8.457566261	6.545228481	6.923182964	8.186005592	5.951282978	7.474991322	4.514503479	14.26836109	5.751802444	4.130545616	7.042294502	5.079930782	8.460050583	7.771224022	2.834593534	6.313438892	6.11598444	4.857840061	8.447964668	6.455333233	11.45348072	9.464802742	7.578887463	4.292828083	6.311145782	6.318274021	9.384881973	8.900959015	8.125054359	4.189331532	6.354750156	9.296730995	7.795066833	12.82161427	9.861505508	3.133507013	4.06358242	2.308791876	5.100361347	3.43810463	7.743826866	6.138716221	10.40024853	8.884676933	6.229388237	12.22916698	2.200236559	7.391610146	7.140660763	4.976379395	7.465359688	7.161806107	5.151070595	1.521599412	4.198871613	6.135477543	4.552670002	3.491778135	2.626439571	9.350984573	7.813681602	3.695677757	7.999902725	2.62341547	2.091068268	3.847143173	4.228255749	11.20081139	12.15149021	10.41294289	7.294225216	9.174923897	7.470588207	9.794942856	5.077031136	11.63777447	4.217860699	3.885809183	11.78057098	7.770246983	7.239938736	3.336410761	5.95572567	5.377040386	5.18448782	5.39242363	4.788125038	4.446938515	3.520397186	6.497479916	4.729334354	3.482424259	5.183188915	6.292665482	8.074516296	6.837482452	8.049762726	6.611859798	3.806118965	9.378652573	7.339175701	4.736198425	5.900516987	8.816773415	3.006042242	6.392183781	8.120650291	4.734405994	7.877140522	10.09686852	6.936546326	4.304881573	4.978713512	7.143124104	5.117665291	5.96654129	7.016012669	8.04640007	3.285844326	6.82839489	3.673503876	3.555313826	4.586238384	7.190625668	9.499826431	6.366905212	6.56951046	15.90221214	6.416877747	2.925140381	6.958133221	8.411933899	5.313945293	5.903192043	11.06539631	6.028865814	12.28176689	7.232366562	11.91233349	12.70820522	14.39288425	2.726956606	4.89334631	6.004656792	1.706629395	8.033342361	5.746490479	4.475050449	6.065178394	11.13385963	3.635720015	2.877591848	7.12575388	10.93559551	5.197353363	11.80243683	3.627180099	4.473644733	6.385291576	8.153776169	6.582315922	5.341635227	6.532855511	4.08463192	6.258742332	11.58449364	8.659848213	4.669313431	4.800746441	11.56059933	8.696499825	7.262598515	6.976518154	11.32282162	7.913438797	7.351399422	3.439537048	6.71405983	7.94671917	6.730021	7.612755299	4.715827942	2.742367744	6.069783688	5.293457985	3.573878288	6.092504501	12.76377869	7.021037579	4.88321352	5.265805721	6.378271103	2.918404579	4.015371323	8.794024467	15.92752171	4.399013996	5.397709846	13.94630051	6.262256622	5.084409237	5.400671005	9.614660263	4.446128368	8.429414749	8.62468338	9.970396042	5.108895302	6.256291389	7.855730057	2.617794514	5.737553596	5.474947453	14.25790215	7.807843685	6.586481094	1.274987936	6.688961983	4.424966335	3.610655785	7.727396488	4.086688042	16.94536591	5.884701729	9.804987907	10.55324268	7.749064922	4.772559643	10.01871395	3.605096579	11.39439583	4.44018507	5.382108688	2.991250038	5.494379044	17.85297012	6.003997326	7.163859844	3.592073679	5.642744064	18.43220329	2.574031353	3.257937193	10.92647743	5.251765251	4.200171947	8.509964943	4.624785423	5.577463627	8.581599236	14.13818073	5.582075596	4.842735767	5.086274624	7.874653339	5.4651618	4.388174057	5.035440922	3.053988934	6.824762821	8.253160477	9.130966187	7.438719749	3.80582881	6.805728912	8.844625473	3.565072298	6.882031441	4.438813686	7.05487299	7.065317631	2.781475067	6.558617592	2.337612152	4.534190178	5.83587122	7.940954685	8.860922813	5.468570232	10.24774075	7.831947327	4.3861413	8.093560219	3.886923075	5.402536869	6.074130535	8.709851265	5.908112049	10.00146294	6.652141094	5.550376415	11.39403057	4.456767082	13.43517876	7.324593544	11.14940548	7.016116619	3.272285223	4.385292053	11.608922	5.535452843	8.386171341	4.889775753	6.485844135	3.493490696	11.05294037	12.44021893	3.052786589	7.356793404	7.689432621	8.177392006	7.786509991	8.78527832	6.691495895	4.877522945	4.383910179	4.003421307	9.06890583	7.187645435	4.551370144	5.670817852	4.460773468	3.961489201	4.869508266	4.857910633	5.301411152	7.327466965	6.624359131	5.784328938	5.214528561	6.46299839	8.868243217	8.309547424	8.971711159	8.189526558	6.858261585	9.817521095	8.032577515	6.454907894	8.015656471	7.216883659	7.260300159	10.60818577	4.532682896	1.613143563	0.648891211	4.939043522	5.152434349	4.373521328	9.406970024	7.393826485	6.45947361	4.494288445	8.056596756	9.410293579	3.793796301	2.990348816	5.242530346	6.117707253	5.187857628	5.601614952
WTAP	14.86030197	13.22005844	44.54259491	31.55953979	20.26490021	22.36020851	53.14219284	16.64328384	11.32885265	9.352079391	19.57989311	9.938278198	11.68581676	5.196148396	15.36461544	15.26602173	29.19634247	49.17487335	7.797235966	31.40483665	19.50363159	22.72283173	8.713398933	14.79769802	6.326367378	24.11975288	12.21004868	19.83180237	18.58621407	19.56149292	8.999405861	13.70805454	15.6774807	31.87141037	58.16776276	10.84128189	25.45461845	18.32180595	23.47264099	12.74921513	36.89176559	23.64946175	42.20069885	10.81440544	8.642449379	44.48387527	38.93429184	17.73264694	11.14694786	17.48200035	24.91473389	11.54164886	7.011116505	9.311559677	26.17333794	12.73751354	14.57632446	18.23957443	7.852532864	19.75232697	4.334714413	36.81088638	21.25369835	8.439501762	15.69174099	17.33596802	35.90403366	36.24507523	15.73491001	42.70975494	15.28585911	10.44962788	26.58078003	14.24292564	12.76513195	17.70536232	17.61723137	22.48555946	22.40063667	9.482456207	12.59687519	18.44720459	26.70487785	14.35833454	37.10173798	20.0749054	22.62436295	23.83279228	22.30748558	21.41577339	44.95069885	5.742223263	13.45470142	15.50102711	15.8550396	54.83751297	18.72715569	16.05259323	20.68881989	11.35345078	14.88092709	15.04631329	23.65143776	21.95116806	18.60354805	14.29850483	20.63376808	19.98853683	14.27544689	18.12774849	26.45086098	10.3232317	20.48323822	9.300543785	12.67051888	17.52821922	29.15745735	11.47588062	10.14933109	9.012271881	7.323347569	12.28718853	13.10033798	11.26701546	14.08558083	6.11108017	7.842121601	12.36061764	21.14005852	12.55207253	36.9220314	11.07753754	10.41742706	39.78775024	17.83963966	22.30602074	16.34358215	14.72741699	13.98274899	27.09012413	32.68938065	9.170861244	33.9943428	19.07115746	27.25205994	13.55836582	7.821939468	9.203492165	13.21827221	10.73243427	18.3087616	15.12591648	15.38924408	8.548492432	16.28404045	26.92733002	16.53180695	28.66321182	11.16072845	25.73660851	19.66768074	20.63336563	19.01977921	7.477394104	9.060194016	16.79587364	13.57121181	10.14270782	26.45005608	20.21366692	9.702516556	14.50821114	25.3504734	7.55411768	9.868203163	33.27956009	15.66924572	14.56962872	19.42667961	14.13575077	16.73004341	8.962495804	26.24995041	9.535356522	13.2012291	14.20940685	7.670166016	15.11641598	20.25675011	19.44711685	18.5688076	22.73177147	15.10472679	35.78191376	14.37076187	10.46964931	19.67734146	13.04814339	11.66173935	14.50930595	23.74777985	43.32784271	65.32558441	21.49506378	17.32603455	8.161364555	9.218438148	17.96938324	22.43078613	25.1011219	15.00025558	21.30463219	14.3694334	11.17508888	9.268004417	12.57308197	11.25186443	10.08634663	35.26194763	24.76837158	11.56110001	15.13871479	28.92983437	10.49501801	10.92407036	33.43845749	21.35559654	24.70896149	23.5764122	18.29654312	12.5754137	12.15797234	28.38391685	17.54019165	13.98612022	29.90924835	17.46891403	23.24664116	16.70136261	14.11845207	12.41826439	22.54836655	32.06378174	17.72531128	10.8201313	13.58763313	7.142765522	16.42248726	11.66011715	20.75444794	12.44567299	10.24624443	11.08866692	19.81571198	10.74569702	13.19996357	34.37347412	12.57252884	20.69942474	15.7857275	40.0914917	26.9520607	16.62240601	22.13875771	7.36532402	30.85055542	7.907202244	21.30560875	10.24334526	14.55181313	8.814557076	12.58255959	10.89358616	5.961884975	53.09019852	27.21855354	13.62426662	18.03392792	11.70530796	20.90306473	7.854076862	16.40084457	14.47918034	17.39216614	14.04437065	24.98471832	22.36805916	24.86849403	13.02845955	6.9851408	15.73423576	7.915715218	18.54356575	10.016819	16.23205757	11.56196022	10.44089508	44.81168747	13.73264217	15.97338104	6.635155678	27.46389771	27.2093277	13.98019123	19.27070427	30.32331657	18.71022224	14.36927509	19.21090508	7.835360527	9.344735146	30.35360909	14.10364723	9.447688103	8.245476723	22.70765877	20.8062191	33.22740936	11.82199287	19.24177551	19.56741333	26.22514915	23.20383835	15.38170147	34.17928696	15.08783627	26.4274044	45.15587997	7.154887199	61.24073792	13.75952911	12.21321678	29.05195808	14.31998444	11.51304436	5.348346233	37.16776276	11.08557129	29.79180527	33.17221069	27.47958755	44.80078125	15.14647388	15.03298283	19.19786453	15.60939884	9.031620979	20.57365608	21.37780571	14.48417187	19.23853493	11.22358418	4.974577427	32.4108963	24.97261047	12.94716358	12.95273304	15.27457142	37.64651489	15.14515305	27.56577873	9.559168816	13.70994949	12.10991192	32.6136055	11.05059242	11.64110088	18.28701019	41.19739532	9.428496361	31.73320007	16.17208672	17.40089417	22.31478691	36.09227753	18.31731224	12.43328381	11.05320644	9.780492783	22.26617813	20.13952255	14.34072971	21.07012558	16.95472908	7.787246704	13.27812862	12.04913998	16.91816902	16.27061081	9.119367599	18.59781265	21.71274376	13.06770992	48.40702438	23.78732872	23.91493607	26.17266083	9.251670837	30.6367054	15.89899445	23.99778748	11.66068172	15.96084309	21.72138405	48.99967575	18.03825951	7.837470055	6.204330444	19.82190704	9.280913353	10.23700237	30.13568115	8.964383125	20.95474815	11.4459753	19.25415802	8.13922596	9.396012306	13.83750343	22.50917244	13.32073402	23.62593842	23.392519
