Gene	TCGA-HZ-A9TJ-06	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-8124-11	TCGA-H6-A45N-01	TCGA-H6-A45N-11	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A3-11	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7654-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YB-A89D-11	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
METTL3	9.58471393585205	11.2797160716	14.74272951	13.540051288	16.4731468832	11.3306276634	12.4018573156	12.3662239267	18.1419171148	13.015181002	18.8966996851	17.9356087609	16.0837688593	23.9848303636	17.0174296297	16.9960416001	16.0448440383	2.32396574777	16.0498844555	20.1561440268	14.4526306606	7.02838722774	6.74024904199	30.8530809349	12.8927977061	13.5570002046	9.34367628534	13.1167400187	10.6578584451	7.93321585543	12.7297875564	25.4724641826	14.0105819197	17.8337638614	19.7000600713	23.350524393	9.45759285447	19.0077503562	13.2993057741	14.6618662651	8.996829926	15.7223008072	17.4596564739	15.414466296	3.54013890851	9.96972919225	15.9717245508	15.2556196002	7.31588708176	11.1580126879	12.8037435404	17.2568756603	23.5987629517	19.5329969912	6.45867961648	20.3354441893	12.1066972111	19.1180490572	7.99834059572	15.66731965	9.08879587674	14.0817202427	12.3569836972	11.4838662807	13.4390497386	17.7805588062	7.0019161884	16.5490412858	23.1614758199	14.7660130719	18.3287053162	49.1712649774	17.602466122	14.1604277288	17.4707603127	13.73832401	13.8242634833	16.2241146495	9.64378684315	2.05417038064	14.0660876865	9.95128371081	6.3051652986	10.4520325174	13.5614768396	18.4216913907	13.2669186713	17.5288599126	17.0610736491	12.9948388914	14.1336566416	12.5076606103	20.4850145475	7.84162362492	13.9001975028	15.651066512	9.06284672601	15.1514078107	20.6385498727	23.9576606852	19.3512030935	18.8776028942	12.2650478135	18.885034107	19.9283456357	14.1058428918	10.6326213344	16.1305104264	10.2540971634	12.2513850271	12.6586431562	5.88522385912	13.3611093871	16.2707574873	10.4945516006	8.78794738653	12.7004338976	12.330336654	8.3125457817	13.0797941561	16.0868712564	14.6934250366	13.3537619507	10.7364570147	11.6813560733	8.02374845374	15.2678993404	19.7491357577	6.72095827984	15.5170959007	16.0938567798	11.5117185801	10.2724395892	9.29429779958	12.4906728515	20.7962644726	13.849604484	22.4749563315	17.7249202116	10.7759422784	11.3191671061	18.7955051853	22.898771464	14.6045897975	28.1655691849	13.7580358619	15.4092485919	16.9733453931	16.4598430954	16.5381870207	21.9644469735	15.7075597526	8.3151337608	5.75516923271	18.0648105898	11.8356624715	9.62018017767	13.6247559707	14.3531696621	10.6881604056	16.2539957464	11.1166840346	16.9882081536	14.828485698	19.0226414384	13.2425457773	20.2678628197	11.0076873853	12.302471696	13.00598058	15.1389225767	15.4605959254	16.424696967	14.2094771497	11.4441750625	17.9984259742	16.7573943033	13.747554038	11.4627794532	10.7968000977	18.1979090307	33.9248864377
METTL14	7.45973491668701	8.76896673599	7.86523022024	6.44568177712	9.66450023848	6.86320725235	12.9804582018	7.7892913831	10.8686030439	6.08786917391	12.9570951117	7.20494893996	9.32465553058	6.4316467292	8.76490001926	11.6988561484	10.5149126391	1.65502039241	4.99659257259	9.58633494562	10.4153313424	7.09255102456	6.00033203335	13.6777998725	5.41463408251	8.63691687701	4.93612667249	9.22015557992	6.55982958815	8.45732685695	9.98421235718	15.2729276064	12.2833590145	16.7185672199	21.0295772014	41.2818107625	10.2043653551	23.511242347	10.1073772002	6.92646048839	5.30450515684	9.2198016255	9.27971332936	11.5102212071	2.34507488909	12.8652901848	13.6957936526	16.8032620009	5.03853819022	10.0481454385	7.11552396174	9.24760392509	12.6768011736	7.95879317508	4.56376835744	8.53764614032	9.65881615012	9.98545496923	6.17982635522	8.65104549026	6.95927846185	5.4350119522	9.90236406201	6.9963438785	6.81770486508	7.6100352286	5.0715174341	8.29905379499	14.2275102735	11.3406562834	10.0168406331	15.5661920741	6.33203276168	9.09951111767	8.44443761158	9.73723399959	8.42743726136	7.84574042305	5.17347271182	1.94904126744	8.54654724514	8.34891049923	5.94525284801	12.9580084588	13.5426115582	18.7468191983	10.34568874	14.1655164592	14.2280578334	9.63735070097	13.2668354559	10.3475190007	15.7377774069	6.04421806548	12.1940478551	12.2638646203	6.09818728552	15.6424525962	15.9751287006	9.98973062124	12.5141078666	8.30428090191	8.07205652831	8.23830768906	8.59238769592	8.93688677726	6.6266380371	12.6282442903	8.50134079493	5.38271537897	10.4773559353	7.31874014295	16.7480236566	13.5601897433	10.8676959387	10.5768118481	16.5937056875	12.5952679168	10.5486974857	9.11029618007	11.7053712226	12.3620199093	13.6348163282	9.06352230402	14.5895356253	10.7336131078	12.1391126354	20.6802599517	5.25946921174	14.2359493696	9.13068352421	5.02155182208	10.7090137807	10.0342314128	8.94803941796	7.93687907871	6.14595383853	9.04641138805	8.46024707914	4.65129773843	8.51888156012	5.69740514031	11.0559916979	6.47261086094	9.90329872824	9.10555028076	8.89103368887	8.54787115074	12.6966232669	13.3142514141	9.31619413809	6.84035272804	5.71961243727	4.3967292949	6.91069519587	4.10664600864	9.01844464194	7.82711326611	6.70225962959	6.34055997444	12.1308006536	9.71666261626	11.4215892469	8.58834622528	11.1596124029	9.62197783527	7.17312204278	7.20667158504	9.45606724607	8.19543326514	8.25061466528	10.6210637596	13.2867486057	7.67471335346	9.28122582258	9.92888402501	10.558541342	8.64097677043	6.40843035685	6.67960668012	8.83121289538	11.9890576156
WTAP	42.6029930114746	27.6831568329	50.7310856856	38.7097082397	39.1071235494	37.9185172738	28.3419366475	24.6091540219	49.2117389325	20.8502152608	37.4015502691	35.1548479485	34.6199587161	51.9659082779	47.2504401461	41.0284893925	32.6103429657	9.22690392318	35.6204360386	28.633175144	28.4874866684	39.1775554643	32.6189920233	23.3851586166	34.1013133541	31.9360864884	19.6776180059	35.8341994149	39.2965381484	26.4474858538	33.4347824956	26.1988458398	23.4748439772	45.4211640132	55.4158323265	28.8644859626	30.159963318	23.3107138298	35.6811073041	42.3590582835	38.2398443442	41.1648258023	30.5063805736	31.0910144007	8.15510488679	49.8635908699	63.3151133756	65.9716766832	21.9190307913	39.8712631969	22.1045446589	40.9549265698	45.5537723161	34.9499641935	41.9866001387	38.2107891641	32.7822213173	34.6212187532	66.2572592959	55.9812376464	32.7018849019	27.076712875	39.8533854507	34.3857024242	26.8308801087	23.1307094104	26.3845478651	17.7955795426	36.8213544569	51.2858668087	35.3699281772	61.6625420044	38.684101612	24.6709090645	55.1517307346	37.1577836286	36.3587622482	46.0277425713	19.6703534656	16.7345031611	31.5306060923	21.1982394919	25.8186060438	37.6934098926	36.5226273902	59.0138839202	39.1684737302	50.1346503175	41.8937293559	53.0091439072	44.293637227	38.685315416	54.9399522876	21.0243269157	52.9009461992	40.4343545072	29.449299678	43.334591951	43.5392871514	50.0213758676	42.576448872	41.6107988132	44.5962261924	46.1717536635	51.3366491045	41.2297360297	23.7960391621	32.1458896505	51.8477360774	25.1588128094	32.8308298494	51.8888407863	35.6888071069	58.8744317917	66.9180920452	34.7757650548	45.42637924	43.3507470269	38.8710810249	33.7236266781	47.6842695143	35.8071401808	46.1039254136	41.8836042271	37.0706661411	37.4258678634	46.1100842531	60.2032973565	20.8277712495	49.0397219897	36.4693173378	19.2038653453	38.9890356507	28.844541236	51.0404121736	32.9686000217	31.2661490936	30.2875155925	41.1929245148	19.7197494968	32.5811200913	33.6311203598	49.2637759942	39.632139258	56.9717273382	54.381990057	45.4931758699	39.0266778795	51.8043270008	46.2389949052	36.3163840108	22.0273735659	32.6366692916	13.3963909467	31.6151501	25.1741037328	29.6533248402	49.9108531926	28.718588344	27.0137296013	50.2188381542	42.150697173	24.9784737671	46.1690377591	31.0640832035	34.5944599639	31.4005570589	22.8636831877	44.5197485027	24.5294246177	52.371979841	46.0699355187	53.6928982279	49.1823108912	39.4581405752	37.1608600256	57.4921486195	36.9153770069	42.5453866629	35.3171926243	25.2591101721	69.582834827
KIAA1429	14.246301651001	14.0358106729	13.8242104687	11.781080628	15.6810779822	12.0659657985	15.7803704218	13.6288196456	17.7741911852	9.92939147476	19.4824393476	11.0246731655	14.4626753559	21.582908163	15.4097183852	14.9782113251	18.0155056499	2.30595786659	12.924698901	22.8345177455	19.0921075016	16.7027981714	8.55908092369	6.88595821088	9.46913788742	13.2539575437	8.52159007609	11.3338797774	12.468816587	16.1447994816	8.47162169464	10.0985696568	6.68854504131	31.2405561552	19.5793531403	21.7693173904	14.4109370965	11.1267470287	17.9220308596	18.4120348302	8.50363346099	13.0501704074	17.6830034767	25.5895403434	4.75007102369	18.8524430596	20.4060151458	16.920212043	8.53556802391	26.8270876754	12.6550869755	12.3422635337	17.7612609118	15.9524121522	12.6861754223	13.6123207852	13.1763399972	13.3532005348	10.5328877332	10.9353514939	16.6930423413	8.82648276765	11.4609471204	7.47909445755	13.8897146175	20.0806835855	9.22447271571	11.9266138935	23.6477537423	16.6615438017	14.4860943425	19.6727321747	11.8989812404	17.9393653633	12.3167057717	13.5911670339	9.56385768947	17.7298293486	6.93131042809	6.49603723942	13.1869938068	15.0822268828	20.5532678777	21.0952081636	22.5863938812	22.7574284544	33.1995621122	17.7006902639	20.983962787	23.799676789	19.2579492883	14.7997877106	26.5580549642	9.74418138855	30.35770212	20.5398617062	10.0316406228	20.1787469319	31.6738940551	19.6962805131	16.8877465139	12.4369681754	9.36154774866	11.8738299466	15.0572221997	12.9295603046	12.6446476999	14.9327399492	12.9860169531	9.18503290548	14.2080544953	12.1485055782	25.0990218903	20.3667316085	21.9516879575	17.2912529905	20.1981081684	19.6638394282	19.4270950385	16.9738718352	30.8901709181	18.8190697435	19.933192835	15.2816749685	34.3496854492	16.7864253496	27.6719574914	28.9306739336	6.9902105083	23.8021518955	13.7787811911	12.527199025	19.0606275338	25.992894514	18.5227387042	21.8994329188	16.1616270184	19.7299711467	23.4893106854	8.12765980007	20.8487846935	11.2954782359	18.8282128571	9.38883818264	15.3644138385	12.4020813668	11.9937453768	13.2585563579	15.7954091928	17.2934075955	42.6772709378	11.6434290783	7.07171159053	7.01548427867	13.5541409629	8.2011941255	10.5965709099	11.5081462754	8.45034359207	9.74019640588	19.7256356529	12.6246440004	17.4612392336	19.9863604334	17.9089359749	15.4126724199	12.8488190634	11.1638881201	11.2404951894	14.1734376523	11.9416577691	14.4133537508	15.5875012271	12.7319621583	14.6610438099	16.840266881	15.2618727441	12.8309446695	10.8561102928	13.4019937739	14.1033926549	19.7911550849
RBM15	10.0169086456299	5.58579374887	7.73035172076	6.01936613531	9.90034951864	4.68412830893	8.94989134413	4.45403954893	8.94144352629	4.25354157989	6.74985745693	7.18940016364	7.19556180981	6.74334459788	8.57960402138	7.2301513517	8.96893502479	2.00488581123	10.4252286143	8.94000519179	5.15312296832	5.76825967881	5.03593610042	3.71059851345	5.582253312	6.95990940357	3.73485181102	6.35536969874	10.4876724766	7.69766304056	3.95976158959	4.84688020866	3.54363415631	4.34886531933	9.08688207558	6.92742470805	6.93412246603	3.90953765438	6.45905101313	15.159635538	7.3155982092	6.78734815157	7.12760383454	12.2319182918	1.29423732394	8.39135989543	8.81977624469	11.467857827	3.15491006374	9.32098043333	6.73883305607	9.46016370955	8.84362018518	10.0344616289	7.92394416881	10.1555070139	6.91970772408	5.55441603576	8.04273491548	6.6584910339	12.8925698146	6.53197739879	8.00054579445	6.93800157781	7.3709112762	8.4185047516	6.1499622557	7.03034645687	10.9413798551	5.37320027089	5.96100684622	21.3118712149	7.94967347902	7.47247519099	5.19295110009	7.71182680011	5.18158062593	8.82734856781	8.89722874223	4.86859657411	5.68816475864	12.0393593355	7.3093312546	7.22694698311	13.0413838296	9.1637480634	10.737617816	8.53188933202	11.3588670806	7.43076807802	11.0361247977	7.02074120718	9.51876492359	5.11645366774	8.95104193821	5.78349518097	3.84688825392	7.04439572267	11.2569916038	9.17098567785	7.58460856451	6.06298397572	6.60822154785	7.51239271149	9.80876733344	7.70835042211	5.18128705534	6.43308540149	7.39781745638	5.14991294811	6.14237338272	8.37205490202	15.1947962609	12.1480412111	10.505339392	6.43734414992	9.01316800177	8.7308082909	5.96492564246	6.93335521147	10.5139213337	11.3011089579	9.77131615804	6.06121560717	8.08609624482	7.60647468236	8.38930701056	13.1573183495	3.90821479429	12.4555244583	9.02638029146	6.64324217166	7.70481361839	5.75474137247	12.3419992937	8.48166077292	4.8342971228	8.40406598114	6.81345237871	4.21265628607	6.6124205063	7.29511193734	11.0714736275	5.21443768661	12.9025067397	8.37442340333	5.82285013684	8.35096232051	8.39771661924	8.24635485768	7.89487120912	8.85160595657	5.45844891567	2.92905761719	8.4939575879	6.61301194656	7.76928825733	10.7829574807	6.35919558727	4.86829636699	6.93267491766	5.09320933985	8.58430221601	10.0321340542	8.16425583574	7.2714926818	8.02534628547	7.58619221834	7.13364797455	12.2796887957	9.36576413009	7.21335234271	8.23786740762	6.78309004622	7.15033474872	9.75818995118	10.0075837205	5.04307349929	6.64925032421	5.89509720713	8.02788616219	15.3486440171
RBM15B	31.4510726928711	26.6827769993	26.5210130835	35.5488706432	27.4563817112	29.9358604462	40.7127890351	39.177089815	37.2247094689	26.2826430926	36.1792540381	20.7639899977	31.5076208005	55.1614502477	39.5721459847	35.5900689183	27.3468489356	7.49309397828	33.438690182	47.1960801627	26.0609564032	21.2358323986	27.3388921348	27.1592660612	20.5986609118	31.0108254926	19.0448480676	27.8015498765	33.1217796221	36.7698190317	20.4351279765	41.6940694336	24.0967656228	14.8993993413	44.8974281198	41.5093763266	39.7557199791	26.1442916088	32.5862358796	30.3795438234	43.5115862582	23.9798068404	36.2449348717	36.7968668552	8.4577133113	34.057282104	42.9741596471	34.7689530802	18.3992239292	29.9663407118	26.0873163995	33.988005725	33.4837706557	41.3621560062	29.6680709753	30.7517010402	32.9894214688	45.9328965938	14.9768515968	33.92410065	24.0201262469	20.3129262681	25.6997625648	20.1391951486	24.1635952124	35.1328600966	12.2435725292	21.6448171365	53.2003028352	38.1275120932	36.2773888402	34.4941535593	19.5481374205	29.7506426639	43.7296478424	33.8967611592	26.483914962	44.2374113559	23.0843389296	18.8034821708	33.616095944	28.0837622986	42.7446990593	34.613268354	47.0747398529	46.2980068786	42.8746169471	32.0273161197	38.7239776667	33.8380077931	42.8495888817	31.083644316	45.9103330098	16.3249262115	47.0109019213	28.1250737472	21.1827789959	29.0150843141	45.5293385227	25.2920188428	28.7987754486	25.4633729145	29.1753561062	26.1136914172	34.6044998001	24.5196830007	29.7042254432	37.7352464256	34.2383209464	22.6408103271	16.2279870152	31.2700363871	46.1850042241	36.5056086171	27.4406612332	27.5429352468	41.9671866988	30.2505488173	26.8453090803	34.1713171998	30.7179795035	35.0187802717	38.4345732378	35.0653428365	41.4299344201	31.5322164921	42.085571348	40.6201880114	11.90735547	30.2721259665	25.7059092115	23.7501533581	39.7812218691	50.2695499837	36.1934100655	36.7324667218	34.5066334435	30.8646516582	36.6283964573	14.1627567041	40.6704279468	20.7959977593	32.6781549258	29.6392012488	42.3153203491	33.0921972424	26.9459511128	26.9036122489	39.6931551892	36.4538991067	36.9407382961	22.8206159837	26.9070292918	15.4646220647	25.2954871652	21.5975690434	30.8411275064	30.3828538798	21.3681104352	26.732218042	44.6009336816	32.5817790845	29.9768243529	39.4034595925	40.1638259101	36.2678279382	40.0881858961	38.2608497331	31.5628583713	39.089113843	38.5641032182	33.4403060473	37.7600740901	27.8590907557	35.7822714718	46.5493176722	36.0618833087	25.3374184354	30.0951599594	30.8523228897	26.420235012	28.2079674255
ZC3H13	26.3617076873779	18.8151916994	14.5173411573	19.4246024057	26.4053123797	16.120509243	24.484484692	22.4309028121	32.3574769033	19.8769324459	19.8871313434	13.8931285563	18.8152269335	12.3982700317	21.828582911	26.8263684253	18.3297558263	1.68487122668	21.0124622868	17.5914735118	23.6429348747	15.188587267	10.2851367075	22.3330319288	11.1795315951	17.5198578857	8.50043560049	14.0060880586	12.3307761331	16.7743543751	7.94910816821	18.6433207008	9.60844405254	15.2155311306	14.7659969122	24.6102116963	21.6051912715	27.6758907788	23.8222007608	12.3365027356	22.7051802834	17.036058202	24.8838946129	29.92967225	5.23549335643	31.2267946904	35.3181837046	18.5454099595	13.9990310678	17.5424386202	14.1955439544	17.9881140147	25.488536631	17.7983240759	9.26813347085	15.6472340281	24.6642384245	16.0945766472	14.3891811643	15.9055985697	13.1001302101	10.1751294182	19.2472633582	13.6993615463	12.2524236857	25.0576391289	7.53035260689	19.8069045476	34.2804897244	28.7770858287	24.0390318483	28.2418126512	15.722087942	14.324545532	18.3185892222	23.2179014777	17.2071694051	24.6380195296	5.45959264838	4.73160284678	18.4749752351	20.0273997338	10.5284437519	23.5471613984	31.9499672176	33.5068989835	41.5900969523	30.1006222475	34.3059450387	29.7684501011	30.1773607248	15.4264486008	47.851769613	15.0188750922	26.1856688618	30.4422076345	18.3232763399	33.1700655241	34.6300005049	27.9123519912	28.9248290578	18.3171726252	11.4363220166	17.0419841195	22.0483717932	17.7777793657	14.7982470614	27.4114831221	20.7749593632	14.5203308867	21.9624073564	15.3827434674	40.2101493937	48.8749468625	21.9200637884	22.4245043592	33.17522751	40.3822918951	26.4706158624	17.3098963877	28.6497109013	26.8510798402	29.0390256644	18.7443549547	42.775823767	25.1108190596	38.9299805301	51.5179061312	11.6757785541	22.2643236971	19.650783595	12.908233311	16.4342701599	21.0392381277	21.9847498378	15.7562788981	12.2541617789	28.623862703	13.906229439	10.0070179582	21.4287546371	10.9649382912	28.0290150045	16.6532273181	23.4040117794	18.1717293374	17.5754205193	21.1863109639	23.6803590101	27.0740742764	13.205051971	16.5525752504	8.68658258473	8.73147321484	14.788841567	6.84627207602	12.6643424868	16.2376175066	12.7920952568	15.0439391083	30.9756059533	14.6709609401	28.1913700759	21.9898097675	24.1270755472	21.5223172175	15.6498445893	12.9735333069	14.9113443135	20.2489348875	13.153852518	24.2474154983	20.8329697861	17.276074404	20.3164747562	21.3310963832	21.8322312649	22.0578929095	19.2196759409	16.6532966918	14.4131891895	27.4523686498
RBMX	60.5940170288086	57.6195824473	53.3411480455	61.547292268	63.5952178789	60.8158131321	71.6890726132	68.0297990757	80.668435123	47.5323339733	88.5941787652	60.7173035744	62.7141277214	73.1303749878	76.7043208122	60.5959597377	65.8401832267	15.3724134179	70.580966486	63.2001275957	64.2727956471	47.6249913801	47.3764187687	59.2987012635	54.1894015972	58.1851172736	35.8700192626	49.5127993623	51.5933275341	50.6158736483	51.8820051196	68.824240562	47.2661274	44.9887885147	83.1063554	55.4392013908	72.3412570056	58.9270846674	64.9706024083	62.1575234372	52.6182708855	70.086915293	68.7245384341	81.4084574775	18.5418345961	60.5085675245	73.6056024368	55.9477377594	43.7844876504	85.4351703358	46.1529254078	66.6419420961	83.6059748984	64.8756265361	54.5803825926	76.0182489966	64.895122093	75.5059723126	45.2977994407	55.2096303096	49.7011572463	49.368245107	67.0603336447	58.6557626495	57.8332458053	68.7075602018	47.4748268348	75.1401934184	93.4358915676	70.0926515867	69.7833823531	144.761083305	60.6941085814	68.8692395363	71.0788210622	74.6900628017	51.8305380551	57.2776266161	43.9998304454	42.7947641597	51.5330881988	61.431010359	49.1589425883	67.1251083271	82.8675791808	100.095325465	77.7503823705	88.2648790127	91.0436268399	71.2423761526	89.1521321438	72.0956944921	94.2896268461	36.8204748079	67.3523044471	80.2803986524	46.4937782576	73.0003084585	94.0756122832	90.7719647503	74.1032614567	61.9127847319	59.653443813	60.6340202911	76.6267694788	65.9079787877	51.2756391727	66.0043531602	56.9627494746	44.734076406	71.9534885354	64.2988350783	81.7981178833	82.5563614486	70.1235737155	59.0924166672	49.8850637187	72.5210655998	54.6501847564	56.9536067346	107.833673306	69.3748215296	83.9277858571	73.645640116	74.5757798599	58.5896428147	71.1257134973	115.979015448	34.4697861199	82.6401419305	55.7845762825	44.1276909915	61.207477293	62.9856861289	68.3929729645	87.013137618	71.4860797125	123.073819854	63.2445454854	39.3169266707	69.2988863805	55.2245093106	89.5058280248	55.0439930109	90.5997786597	56.3321074808	54.0620433462	62.1383574482	69.0255106049	72.9417347258	65.0139720389	60.4277387848	58.1097171609	25.4306686639	48.9682996861	49.472903445	49.062431721	78.6324097375	46.3813604911	45.0068591675	88.6837417439	67.7517447024	83.9202999274	79.6750969114	78.0722932251	65.3353131828	83.9211783365	50.102150336	49.1878216698	71.5290937764	72.4031220943	69.5687559082	76.5445171153	56.2514190229	47.6247967476	78.5798886666	73.4559060004	54.6003015893	46.691207101	43.9736916347	68.7977549724	122.609218948
