Gene	TCGA-V5-A7RC-06	TCGA-2H-A9GF-01	TCGA-2H-A9GG-01	TCGA-2H-A9GH-01	TCGA-2H-A9GI-01	TCGA-2H-A9GJ-01	TCGA-2H-A9GK-01	TCGA-2H-A9GL-01	TCGA-2H-A9GM-01	TCGA-2H-A9GN-01	TCGA-2H-A9GO-01	TCGA-2H-A9GQ-01	TCGA-2H-A9GR-01	TCGA-IC-A6RE-01	TCGA-IC-A6RE-11	TCGA-IC-A6RF-01	TCGA-IC-A6RF-11	TCGA-IG-A3I8-01	TCGA-IG-A3QL-01	TCGA-IG-A3YA-01	TCGA-IG-A3YB-01	TCGA-IG-A3YC-01	TCGA-IG-A4P3-01	TCGA-IG-A4QS-01	TCGA-IG-A50L-01	TCGA-IG-A51D-01	TCGA-IG-A5B8-01	TCGA-IG-A5S3-01	TCGA-IG-A625-01	TCGA-IG-A6QS-01	TCGA-IG-A7DP-01	TCGA-IG-A8O2-01	TCGA-IG-A97H-01	TCGA-IG-A97I-01	TCGA-JY-A6FA-01	TCGA-JY-A6FB-01	TCGA-JY-A6FD-01	TCGA-JY-A6FE-01	TCGA-JY-A6FG-01	TCGA-JY-A6FH-01	TCGA-JY-A938-01	TCGA-JY-A939-01	TCGA-JY-A93C-01	TCGA-JY-A93D-01	TCGA-JY-A93E-01	TCGA-JY-A93F-01	TCGA-KH-A6WC-01	TCGA-L5-A43C-01	TCGA-L5-A43C-11	TCGA-L5-A43E-01	TCGA-L5-A43J-01	TCGA-L5-A4OE-01	TCGA-L5-A4OF-11	TCGA-L5-A4OG-01	TCGA-L5-A4OG-11	TCGA-L5-A4OH-01	TCGA-L5-A4OI-01	TCGA-L5-A4OJ-01	TCGA-L5-A4OJ-11	TCGA-L5-A4OM-01	TCGA-L5-A4ON-01	TCGA-L5-A4OO-01	TCGA-L5-A4OO-11	TCGA-L5-A4OP-01	TCGA-L5-A4OQ-11	TCGA-L5-A4OR-11	TCGA-L5-A4OS-01	TCGA-L5-A4OT-01	TCGA-L5-A4OU-01	TCGA-L5-A4OW-01	TCGA-L5-A4OX-01	TCGA-L5-A88S-01	TCGA-L5-A88T-01	TCGA-L5-A88V-01	TCGA-L5-A88W-01	TCGA-L5-A88Y-01	TCGA-L5-A88Z-01	TCGA-L5-A891-01	TCGA-L5-A893-01	TCGA-L5-A8NE-01	TCGA-L5-A8NF-01	TCGA-L5-A8NG-01	TCGA-L5-A8NH-01	TCGA-L5-A8NI-01	TCGA-L5-A8NJ-01	TCGA-L5-A8NK-01	TCGA-L5-A8NL-01	TCGA-L5-A8NM-01	TCGA-L5-A8NN-01	TCGA-L5-A8NQ-01	TCGA-L5-A8NR-01	TCGA-L5-A8NS-01	TCGA-L5-A8NT-01	TCGA-L5-A8NU-01	TCGA-L5-A8NV-01	TCGA-L5-A8NW-01	TCGA-L7-A56G-01	TCGA-L7-A6VZ-01	TCGA-LN-A49M-01	TCGA-LN-A49O-01	TCGA-LN-A49P-01	TCGA-LN-A49S-01	TCGA-LN-A49U-01	TCGA-LN-A49W-01	TCGA-LN-A49X-01	TCGA-LN-A49Y-01	TCGA-LN-A4A1-01	TCGA-LN-A4A3-01	TCGA-LN-A4A4-01	TCGA-LN-A4A5-01	TCGA-LN-A4A8-01	TCGA-LN-A4A9-01	TCGA-LN-A4MQ-01	TCGA-LN-A5U5-01	TCGA-LN-A5U6-01	TCGA-LN-A5U7-01	TCGA-LN-A7HV-01	TCGA-LN-A7HW-01	TCGA-LN-A7HX-01	TCGA-LN-A7HY-01	TCGA-LN-A7HZ-01	TCGA-LN-A8HZ-01	TCGA-LN-A8I0-01	TCGA-LN-A8I1-01	TCGA-LN-A9FO-01	TCGA-LN-A9FP-01	TCGA-LN-A9FQ-01	TCGA-LN-A9FR-01	TCGA-M9-A5M8-01	TCGA-Q9-A6FW-01	TCGA-R6-A6DN-01	TCGA-R6-A6DQ-01	TCGA-R6-A6KZ-01	TCGA-R6-A6L4-01	TCGA-R6-A6XG-01	TCGA-R6-A6XQ-01	TCGA-R6-A6Y0-01	TCGA-R6-A8W5-01	TCGA-R6-A8W8-01	TCGA-R6-A8WC-01	TCGA-R6-A8WG-01	TCGA-RE-A7BO-01	TCGA-S8-A6BV-01	TCGA-S8-A6BW-01	TCGA-V5-A7RB-01	TCGA-V5-A7RC-01	TCGA-V5-A7RE-01	TCGA-V5-A7RE-11	TCGA-V5-AASV-01	TCGA-V5-AASW-01	TCGA-V5-AASX-01	TCGA-V5-AASX-11	TCGA-VR-A8EO-01	TCGA-VR-A8EP-01	TCGA-VR-A8EQ-01	TCGA-VR-A8ER-01	TCGA-VR-A8ET-01	TCGA-VR-A8EU-01	TCGA-VR-A8EW-01	TCGA-VR-A8EX-01	TCGA-VR-A8EY-01	TCGA-VR-A8EZ-01	TCGA-VR-A8Q7-01	TCGA-VR-AA4D-01	TCGA-VR-AA4G-01	TCGA-VR-AA7I-01	TCGA-XP-A8T6-01	TCGA-XP-A8T8-01	TCGA-Z6-A8JD-01	TCGA-Z6-A8JE-01	TCGA-Z6-A9VB-01	TCGA-Z6-AAPN-01	TCGA-ZR-A9CJ-01
METTL3	13.6930780410767	16.4480579996	10.8326597344	16.6189413641	10.6856924945	11.7675730658	9.92335817763	15.6611654868	11.9928406638	11.1809110052	10.1642219768	21.9361471511	11.0233153864	11.1713322219	6.23869421704	11.8047417649	9.55823824621	29.1648521747	8.24874038374	16.5963756699	14.5140213755	10.2287004559	11.2362425163	8.6643140005	15.777346696	17.4520159449	10.4905801842	16.6388847408	13.7135197932	17.9377556474	8.79177077372	20.8581485682	11.5672618131	21.6699915673	16.5709109885	11.2093125065	7.69480827461	15.5620773762	7.20838898805	14.4668955782	19.8611155842	7.47641063625	24.392079952	13.6576565911	14.4768313694	11.7348153264	6.59575913074	12.3200897861	4.91936903909	26.4883091556	26.157013657	8.44217882119	8.06799502691	9.65470473666	8.26790649969	15.8653383894	13.4019229085	13.9482304307	6.71757176613	20.9396839229	11.809853598	11.6433784764	8.66708851748	11.1984597975	14.4594229065	4.57162278592	20.1581221585	12.2739475119	10.7531980436	12.9581859502	24.2065338383	7.67532761043	8.30807376032	14.3099381132	15.503197618	6.15782004367	9.52022125907	10.9366439622	11.9841692512	8.13179242769	9.34056863617	18.8157307031	16.9317878088	10.7936077868	10.7005603603	9.96787944338	18.6808055977	15.8525942515	27.8933012522	10.1384156631	12.5280267098	15.3970515524	14.2831435336	7.41116788769	9.34377198101	12.2731615002	8.71907504747	10.5030217939	13.2632475457	17.2564681512	11.9013405475	9.20540657862	26.0745828447	19.3179219717	15.126868495	10.9980539444	18.3675360858	12.0584475763	31.5559789808	18.5717082795	25.4081533733	11.5229308717	21.3965563522	19.5525059007	13.8083869157	17.6159815909	8.50280382591	17.4859699894	13.1281741733	17.3795660633	20.5540550337	16.8521580351	11.178234857	18.1730164285	19.7345754045	12.3548416687	9.17867258903	16.8527703809	5.9262275741	6.01463006904	9.68145459824	8.33374201604	13.7452977212	7.37171247581	11.0447742166	7.10539491263	9.0021204745	17.4038365935	18.4336348424	31.5890581911	17.9347408097	9.63839384571	9.86986856356	15.710995861	14.1886207622	16.7088680413	15.0469882837	8.13616260705	13.838856864	11.0285310465	14.751080247	10.7434137609	11.4608277867	13.0980950663	7.88696970397	9.90988433686	7.66370604088	7.62208187208	9.86021676258	10.0862184209	15.8886872349	12.0843681015	10.0052283047	24.2389749498	12.8313406107	22.0628472106	10.9834682206	13.7758280131	23.9282041712	36.6062044961	14.9831951302	11.4911046364	15.6147509648
METTL14	16.165979385376	10.3653823689	9.98559009456	8.58329532279	3.3155707252	7.99544460303	6.04765929437	13.5816569115	6.59839459762	5.6478077936	5.28228538187	14.7084153171	5.6243713829	7.07211060325	4.55783160815	8.32886290508	6.40926576362	13.6835357466	7.93434405156	14.9155777473	8.13484991525	7.30536602895	8.97841299893	3.69160785631	7.67029293461	15.7278313778	5.14252555438	22.2230054565	5.80389591632	7.06169514259	7.4202802309	6.20095313524	8.53708492623	9.27618779672	5.29281195465	6.10603629534	8.9564437246	6.77684271534	3.26937774245	6.83795899542	13.1759382401	6.87705430732	8.73338821295	11.0428832492	11.1577259339	7.38608836297	5.1301566385	5.96457678176	4.65671144821	9.39079806408	8.24838091362	8.71770975911	5.88131482092	6.19802357022	6.56504282958	10.707875012	10.8604609617	11.7687503182	5.99642001939	15.7358676852	11.3243077307	10.608324545	8.20524922901	10.5764385327	14.6151959393	3.62890589698	6.74901864804	8.71737611733	8.96088575188	5.3838504897	6.78260830731	5.86935595747	6.20076927603	6.94774262276	7.17925987257	4.94165059502	7.6348670365	4.45370697967	7.28941164249	9.6605494825	7.29991044043	8.86513385086	8.32664922734	9.22159608858	5.6054963801	10.9054605382	9.4194150817	11.0644594999	15.9355941654	3.94422150075	8.35499759176	12.8124540637	9.43973418469	5.47342284606	6.25031971674	8.07208331217	9.92186962687	6.51638157904	5.19566819398	7.89683423668	9.63738809109	7.92433250885	10.6557471225	8.00322165359	10.6233000871	9.514409027	5.56340947222	9.58993952871	10.0501983703	15.1295971405	15.5590547765	10.5206303241	8.9201088334	6.24576462485	11.4990104189	9.56585069317	4.96234684089	7.54964349318	7.3760367474	9.35926614289	5.52148504333	4.49477477801	4.38437936149	5.37542532841	12.9007572329	11.1455478373	5.47403384062	7.24095244331	9.79909760237	5.86442381061	7.86365252162	7.39512024229	13.9742631122	6.71999025131	5.90307697351	4.74389203137	6.71609653155	10.9823494647	14.0046494923	13.3653688159	10.8802248343	3.75591156274	8.09031920073	7.19644582535	10.8654572965	14.8312472525	6.91315932117	8.6896741667	9.73750481587	7.98403606901	11.0529453235	12.0111586595	16.8284805604	7.83164075726	3.78347129745	8.90783290067	6.43813764273	6.96653008389	6.98568595142	5.24632559186	5.5939552476	3.71402516441	6.22000499103	8.12390489535	14.4431171027	8.75195456145	5.47620538214	8.07926403646	9.95184836045	9.64283560436	8.60367538471	7.65279978016	9.78237090057
WTAP	25.9775562286377	22.7930236612	21.0554024398	50.1674982844	41.257956914	35.4894435975	49.4076872561	43.6428154988	43.6953309732	53.1944800659	34.3155215141	46.8657432818	24.3479297457	27.7492868449	19.2907047296	37.1506187184	26.5060169236	64.3948235113	38.4653502985	45.9217462417	21.781531105	27.8853395907	47.288435278	35.8563511692	49.2848959518	56.46094014	37.456695758	72.3100792583	33.2227006863	54.0158089597	34.2080795131	24.4156135267	41.2928275395	49.6743115881	41.9368015417	44.2040585487	58.4242870557	32.9242373434	17.5155264036	25.4323254299	28.4699421554	28.013719958	25.9126219995	36.7559489228	32.4563046676	25.1462029549	20.9656242934	38.8144547876	14.9994373466	26.1051195244	22.6167136909	46.2720249129	19.2798682809	35.9581942761	19.2291963388	39.9651970031	40.5094071139	40.3617512749	18.0536302292	58.604300665	61.196416286	35.3707852904	26.8390467658	45.5850803427	46.6326044962	11.7038217411	37.0522237237	45.9955269217	51.4804907357	40.8927374758	43.5237392482	44.5821448599	25.1162855617	33.5436161113	31.9888441797	20.7490850017	18.9855192863	35.2892490053	35.7267196152	34.3007098317	38.0336981681	38.8006842566	40.2171542006	46.7877224183	26.4196674756	34.0976929114	43.721916705	43.9696962568	39.4501275362	28.9832002943	33.6726555733	36.0539714946	36.2028490804	25.0361716781	21.8588582629	26.410838007	49.2603616053	55.3177085296	40.3212628919	65.5032676798	40.603980795	36.2679008553	39.5298996361	47.2023665883	41.523937279	33.4361808988	29.6507705176	37.1772929791	31.5290817941	33.6883274537	68.7370260102	53.8074158121	37.7436208511	58.2028837219	51.7271196778	39.6773524984	64.1576009584	32.4452002852	33.3533342699	48.0819971196	36.3891342616	33.3221196752	34.6165825187	85.0565286959	115.214061454	40.0454839368	38.9469591505	50.7996526387	32.2880951949	38.6163360396	25.7575651109	41.5113228556	39.9131150769	33.9900164946	26.9760494091	29.5567616009	27.0636304452	32.3898198066	37.2868310518	28.9034824222	31.3235948476	31.7014433601	37.3534519643	51.8086768833	28.6505067346	26.3519770921	32.151945868	43.3903320605	36.5696391736	27.9064467787	39.6217686063	36.974527042	67.3811922409	32.8349269555	23.8797964267	41.5330480332	27.4468947319	49.9658164587	63.9700093753	28.1191008082	35.9129265787	49.2783322014	43.3815941474	26.1344817235	58.2005581845	49.0654268533	30.7398750356	52.1550759088	34.081667598	44.3611414636	40.0553075751	59.0319043586	42.5327738779
KIAA1429	35.9281272888184	31.3996727195	19.3502187479	23.5972437082	15.0307824628	21.7243217578	18.3767444203	19.48905366	17.7846556294	28.0789320475	15.9944762326	55.5404016137	10.8905081372	20.6288817254	9.93552847587	16.162755583	13.391754563	35.8551804623	27.4948250032	28.9670909354	17.1003576842	19.7086661116	17.0274513417	17.4514340201	24.0051141564	35.4298543065	11.4747102922	29.3897555673	25.1557158798	11.8231411058	12.381544494	20.08537553	13.9004907921	25.6883147646	28.1546924415	12.3486602428	30.3661687941	13.9753161527	8.15331411034	22.2601782168	28.2131482915	16.2441196305	29.6644890866	26.8089579278	17.0252378662	20.2195723313	11.5067397995	14.4615870531	10.7677137188	36.6605372388	40.8647797243	21.1326791774	13.3217436809	24.6364149986	15.673679667	18.6120356861	23.4267348459	18.8595499438	11.5425953643	30.3175753273	31.632095788	14.7674710784	15.7139351258	20.7388056781	26.0319810671	8.82951785742	21.6885444333	25.848303434	14.9715692556	27.6174884767	42.4678151834	15.7426789984	13.610410922	26.8595251808	14.8911290832	10.8068033722	17.4792740282	18.8312980153	15.8349170624	16.0854219063	18.7601186092	30.9444779127	18.4762867874	24.0534371465	18.0521653386	20.1455119166	24.3130497721	29.7115595332	31.3474217752	10.3861936197	24.9515764661	27.5140471678	24.1202457828	10.9531916129	14.8815174175	21.5869128222	28.7485540024	31.2212782256	16.5342871715	40.703223596	33.1907987397	19.2069386812	29.6570739895	31.5618723677	58.4830399213	13.8812814636	29.8726933946	32.32926987	49.2901243386	36.268413776	27.4204785912	24.3703316865	31.5412003287	15.6918501789	27.9081336388	30.2802690334	16.003557955	25.0310091035	32.3969854463	15.7039590497	18.2990910633	17.5238893492	6.90789340379	11.2163280145	29.492093736	19.9967148799	30.3404081204	34.3868609632	25.1872454026	14.3433086035	23.6846823607	21.5905924584	23.7295415254	10.2732066259	11.5712532057	13.3584013149	12.7744408036	36.0468715567	23.6971855577	29.0152508882	31.3805157855	22.2369405873	15.8952457876	19.0567567222	37.3404171569	26.2481934149	22.7885658958	17.7322079548	13.8988923491	18.6562742646	26.6009398228	24.6453329886	23.2103399089	31.6252726664	19.3899051632	33.4475371873	18.5838272916	23.9558246957	22.8029650911	10.7914988137	38.4952156803	12.5245565231	34.6492349916	22.3344263443	20.4711735143	22.0877766988	14.4286827319	20.1807618483	36.7676993623	23.5078491499	28.238302813	22.6100953771	25.1507262236
RBM15	19.3011875152588	30.5817512659	9.15778618025	23.4062656713	9.10941612379	31.2424543002	20.3919326276	28.3698345973	13.6645764535	33.3088827122	13.8050793157	16.0168356946	11.1148855676	13.5882588204	7.62870818225	15.3525952691	11.5622518436	26.1066097836	10.2220965362	22.588968938	9.6505241914	8.11056505613	15.4214297472	11.9021708247	14.590865588	32.5638918914	6.98130167761	28.1612754094	15.7397115211	15.7072531899	13.8644280512	10.0460684006	12.6518890916	16.8330572799	22.2019195889	24.7376917773	22.7109459089	11.4529387472	4.485900092	28.5357581379	21.4391477945	12.5204677286	15.1621262831	19.3269703793	18.1282341179	7.68175503454	4.87403408402	9.55430734283	4.05993396984	20.8662385313	17.0770173108	22.2471823575	11.6739461071	12.6315566767	8.14064897777	23.1764683381	17.7312593669	23.8543353068	6.64796659126	35.1074157511	21.0731150546	14.3594883579	10.6566321061	29.5179964346	17.9983973684	4.0275415983	15.4988666128	25.2212819102	20.2743860008	14.5549354243	32.012952274	11.5127024672	9.68573447273	14.1179322242	11.493745185	8.68915651309	9.12653652058	16.2351447835	19.0814085314	15.5957862861	27.2771356793	16.6827305285	21.48626661	12.4976615193	16.4970371481	11.5184093196	17.2651916845	21.7273001147	20.561862144	7.36376565642	21.6588196306	18.6788862404	11.3901085333	9.18643775454	12.3496681135	14.9704810762	14.5614641983	19.4861786303	10.7458141842	24.7597979458	16.5808390297	11.5023986121	18.0625236558	16.6176583535	22.0917063189	13.8905919545	10.7665460333	14.0618378277	10.4372892014	24.7000688043	27.1198766577	9.65120306438	29.7762622867	11.6960040042	18.6283822955	24.4241357633	9.18655216845	14.0215736879	28.2049776191	10.3664823647	7.25065771554	15.2279750878	6.26552262833	6.72135134534	33.7216311296	16.280243121	16.0591249384	17.7455738157	15.7761830551	12.5477722615	14.8060802405	13.495735324	16.1869139661	10.3136899241	15.452649288	8.80289633301	6.9392273161	35.046725336	20.0778141428	26.1850566208	27.9749371718	13.9753270936	15.152935966	16.5573482678	20.0881648794	25.0092590158	14.249259875	14.9894245353	15.2535104853	19.8253896125	16.7733301155	18.8716377191	26.3158288013	17.9918595948	16.0745216267	14.8988173828	9.12836503693	18.547085204	17.0876748341	10.7622727632	16.5708761321	10.010404117	16.2127577445	14.2173773879	20.7960105729	11.5402890494	14.4129735979	18.2478535459	18.8476559949	18.6872358708	13.4519970577	10.9810542908	15.4471832491
RBM15B	73.5556793212891	74.2384826489	22.5697553975	52.2148340461	20.8936197593	57.3929295022	40.9385732514	19.0616010791	48.7074368202	49.2591996832	13.3658573299	43.429551265	25.5378097951	27.8486698867	40.041158259	69.6351231228	53.9229991543	44.2796730251	46.5884528329	50.7784922292	23.6216121971	27.9703585283	32.2806034792	11.5539368743	46.470160518	51.1279378694	15.8684006146	46.3051603474	53.3364943261	29.3084933576	32.6474885179	85.2606318881	26.3689013212	22.5110730038	58.6356089703	51.9245557147	35.1524319428	64.7593435846	33.9774661567	84.8606655833	61.0857022117	27.4643717377	30.2672194645	30.8046121929	43.9611179797	49.3034257544	29.9652184772	30.339929598	20.6463464987	50.8437465898	20.082352944	46.7462008911	25.7457883006	31.5060698164	21.2413099644	43.7345528083	44.2376203109	34.741508969	19.7207341716	36.768305824	33.5952838104	33.6322125322	27.5361224264	24.3618282153	45.973704644	14.6282682243	55.6739900076	36.724687434	27.4197396851	35.3977828126	35.6164187807	36.3305774722	43.5050042817	76.2490660623	61.4389725931	29.5593861522	35.3601306424	78.3044086082	54.5454267528	39.9281376592	27.3141161661	37.1506570656	57.6005453753	46.8513050443	45.9590992556	31.5426603024	40.2418103437	41.9638242126	57.2535167576	42.3370221165	28.4726424615	36.2022619783	31.0117088318	23.3029205264	28.3547669234	38.0455975419	45.820013112	55.6529503258	24.7692215832	39.8078513956	21.2708198832	31.147102953	43.0332247886	31.4475082915	42.3410031299	27.2508042145	17.6938195752	29.1962576593	34.82032573	36.9697262918	52.8044309078	32.0106351358	34.4726406463	23.3094273154	40.4951331346	51.0235759229	37.3915283219	45.8508455415	51.7965215959	39.1752542642	35.6510205709	40.3629444517	22.4276372512	23.9729867662	36.9787047616	35.5635077034	44.1443608334	44.9721015629	34.3982913426	35.1241188799	45.3347266088	26.4119203916	50.9288966698	22.8758050641	32.6993280744	46.5769447138	43.6924538722	51.9028211536	49.6994523423	83.315353644	40.5444247379	23.5224607522	16.7745016641	42.7987832917	35.0747035252	60.0802687881	59.2875373235	33.7458387167	62.5351419466	48.1139282036	60.500222353	63.0683163762	52.5299082448	56.1550552572	56.6022956337	33.7868633952	19.1967542334	41.2688361623	39.132547187	45.5825483695	29.4344351292	35.033765377	40.6049475858	23.8744981388	28.6106348231	36.5527268315	42.5630461125	41.1905904226	40.8673854485	24.6963262538	33.0774471279	30.8136272745	27.5394805467
ZC3H13	76.8825302124023	22.499047575	72.3498058394	73.4180632421	66.7649845108	25.0172931408	24.0844956674	81.1267053285	47.2042063994	28.7979579069	35.9377405284	121.371804316	56.0531408631	55.0261740935	18.8431385632	36.7490953192	32.637488869	88.4911695014	36.8242868476	37.8999214433	20.3198936123	68.5938531085	58.7519182985	41.5589301395	52.4496406971	30.1388135285	42.3692571066	85.9942959978	51.9063976098	20.6857661273	34.2630426907	43.4073966296	70.9976080139	49.4456394925	24.0700036457	27.6057145799	18.4790056929	90.6737844361	22.3406429856	57.0982574105	56.0832650904	34.6272980727	50.4574099155	60.059278665	48.736076594	40.6910529584	17.7978963264	52.6158852236	32.7061678448	72.9799386969	44.6770897794	36.8947178983	33.9732717031	69.2144071359	38.9133572401	50.1891396476	46.6941431374	41.5946030399	32.7666214944	64.4737971541	40.070618105	67.7445233347	75.8881303234	95.2589302684	95.4418538743	27.609936221	56.7963100096	56.6248626309	46.0855067704	72.2621156411	61.5246515193	35.6283129446	33.0915058033	62.568583718	31.8982647733	27.1715154659	45.543702415	25.1354813163	24.4401002028	36.4098749825	69.2934719142	61.0883338458	48.3785237148	36.5577631756	36.419877153	49.6525212711	36.902174727	31.8260121904	55.3397590032	18.8081281337	63.0415276533	53.8346057306	87.4538174886	33.8348342468	50.5567750749	34.1028857418	43.0004392532	25.8830168467	34.7356322642	29.93580006	45.3144386713	29.7713443961	74.9095502039	58.3666693494	69.335965366	83.8345961478	46.7665566047	51.1520210876	67.6522955612	71.9110537662	80.4823556332	54.1252589401	60.7484899022	55.9296408798	63.085254773	96.5780339722	27.1939955342	74.161092806	11.8263415756	32.2002129273	42.5718999114	29.5413731936	30.7888484235	27.1447939312	28.7943598159	60.2699857509	63.3313047874	58.9850704678	72.8633740278	43.8421681197	57.3190872766	39.0923461499	88.9764362718	51.3116297646	49.2208519646	29.259919904	23.9747801986	55.5776320016	49.0435425448	36.309475536	45.6353549761	28.6482047568	72.8083772402	51.662444006	50.2680645697	59.6386273202	30.2971437639	24.2080530923	47.9068885656	45.2851905406	53.3883987592	47.4698158665	46.7818909489	29.5142961655	17.78944041	39.5023184279	33.527985393	28.1320375447	42.2510041511	24.2023498862	15.0039565698	20.6011716774	42.6886042166	137.094957365	57.5744082173	54.1256609351	49.8025003378	28.8872113077	49.3849841243	65.7815302501	45.2784866523	65.7490627669	48.8085528663
RBMX	146.051788330078	84.98108202	68.9868850205	99.7817605826	72.8884200139	97.126108037	62.9042649515	130.490027155	99.4899537577	167.138395163	83.7128814832	111.181703837	77.8849266182	84.6759433037	30.751079168	82.9073886895	69.6167387883	146.86003031	129.524631457	113.995798705	55.8224424875	61.4321256674	87.8471797556	72.2209268996	103.292863572	112.163437305	71.7635937587	174.121561343	105.338161996	86.5668373637	74.9545730728	146.854756346	74.7671053168	86.3932930492	74.1814476948	80.884409992	70.5003591155	100.144502963	37.9146726506	94.8295125683	126.747524677	60.1816498671	85.1870108686	86.7845453545	71.8366587975	55.8918222805	30.2689143099	64.7655427643	34.002675106	91.3140768741	83.912427828	77.051098587	50.7258366749	66.8480515914	43.6322055605	108.858967602	72.333738368	87.3201458013	40.1114420917	132.896484986	91.7230900873	67.5650553296	51.3454909431	68.4073268766	88.2725549828	23.850533193	72.8279145831	95.2331082184	73.4982892632	87.8062218438	133.504273857	59.0940333481	47.271352533	84.1699730457	60.5540018639	36.678733988	81.3059936754	80.6039693136	97.7485669244	90.4635602951	109.341131577	89.7818856403	102.916279961	107.038416084	127.627680942	57.6042873017	77.5745495294	98.0180354426	158.743357325	46.4106631043	83.6289351558	91.4260041584	73.8995923054	57.1747295704	71.4430033176	57.9682284819	86.5478103444	120.123212892	83.5675676897	91.190986512	100.764227379	64.3191770113	109.453598727	92.0419347681	106.934170229	100.189161583	68.114722088	74.4213006189	90.9065993615	102.331929181	176.462910659	61.9509025353	99.754693567	112.966149814	88.067489698	131.872969405	80.7043054597	85.0457302113	84.9430222791	79.5001170305	138.43032224	87.2906055665	50.7892763167	101.414231194	145.31792981	73.2197941455	110.779835359	92.1779168708	90.4774706378	59.4654197527	110.564602584	93.8781598019	106.431045631	57.4236423919	78.4405040928	106.759875924	37.0020557501	112.652073312	90.3332728978	157.988956121	168.865664402	83.4508153994	67.6384552933	98.0908119161	92.167749522	111.87238543	104.785669417	77.9566304843	132.464756496	102.39249423	82.3715085887	83.5451327965	202.807200455	76.0685257471	58.6419206669	98.1634602678	61.3504549115	100.411509093	87.8940778888	72.5060146337	77.8373921531	139.628582759	92.6425241534	106.171340012	89.6781913592	80.2956844362	67.3693005976	102.979222261	106.933526939	139.221696868	96.4221863142	72.312826944	96.6229619252
YTHDC1	48.2741050720215	31.4504892755	31.4271529151	32.0015637643	24.9853738753	34.80254034	29.2173609482	44.3870069284	48.7020356821	28.8411550771	19.4537714433	54.1753772744	25.3079061923	25.7145694507	19.1255252154	26.6794382372	29.2358520821	44.2178218199	28.0166834048	46.9930107243	30.2691929906	26.3754093347	38.6323370799	24.5378315314	39.9539732574	33.55113366	22.868322701	66.3958144593	37.5511873608	31.4835474658	25.3318250535	41.5759909077	36.9279992368	49.9767998063	47.8119571872	22.2156414824	29.0072216022	19.1838118382	16.4841561487	28.8073192697	39.3436663686	23.2483351724	32.1101581311	40.1171169559	36.087590711	29.512991692	25.1567241379	23.4383968326	15.1646515302	35.4896669457	47.999718193	33.4517166623	18.1881319228	30.1878325161	22.9721992152	32.9727671106	31.2227904419	31.6510181062	18.6091348942	57.7272055827	41.8314571916	36.4283261793	23.444771893	33.3866814669	35.1463498252	12.2111385921	26.5262209989	33.9386488287	33.3232584927	28.1376230961	26.8608107778	20.1863668174	23.218321028	26.2556294774	20.0380125562	20.5474518699	29.7401024512	20.5095993147	28.6352859391	28.0277210441	41.5151980355	32.1749702579	30.1988515657	31.7194406655	25.3946505127	33.481278046	29.9831098222	32.6592860594	38.3382607441	20.6027702132	30.0656195452	48.9335847089	35.7222125157	23.8479609176	37.717817427	36.6440572799	35.4696582568	22.9201582595	22.2533016151	35.4485439237	33.1770820296	38.8687554031	26.77834843	30.7459140568	52.6776559798	35.3707043438	22.0091065159	32.4179721213	45.4189007303	49.5732777007	50.6730370816	58.6690981149	34.5521180389	27.157250145	34.5678971368	34.6101034705	27.7410986085	26.5017928953	37.9372191619	36.2613571486	27.8715806624	24.8927486337	25.5341221966	34.0892721254	31.511455604	40.888229798	38.2084902833	32.0439243561	35.1682300461	38.1111008321	25.9286952704	21.1109853464	37.5575389107	25.8761748413	23.3001450655	19.6371110792	23.9249048649	28.2470900837	31.7993352886	31.6460251132	43.1571174826	18.3575400418	35.4739820478	28.759193861	29.9954096912	47.6595639575	25.704897861	26.2349183008	30.9724402392	29.3723621579	32.5365498233	33.9135609604	49.3397599665	27.939161722	22.2818719124	35.0489550809	23.1033664424	24.7353021122	58.0967387198	29.7459060149	27.0583116623	27.2774383715	24.7359623062	36.1425131717	61.579183605	28.6914228105	31.4925643807	49.3749392536	31.2615918331	50.8203007288	43.7031383355	25.7934463572	31.1266962595
